id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
1233281842,인스타그래머블,11,예약,Poke all day 포케&샐러드 연희점,927,6,서울 서대문구 연희로15길 39 1층
1467076256,인스타그래머블,31,사진,비전스트롤 연희점,8,28,서울 서대문구 연희로11길 57 1층 2호
1649668565,인스타그래머블,45,사진,아텐데르,162,45,서울 서대문구 연희로15안길 10
590072955,인스타그래머블,38,사진,컨시어지커피,105,603,서울 서대문구 증가로 1 컨시어지 커피
1249134136,인스타그래머블,45,예약,잘루,34,1,서울 서대문구 연희로11나길 7-5 지1층 JALU
113381429,인스타그래머블,137,사진,더니커피,74,126,서울 서대문구 연희로11길 41 1층
198726407,인스타그래머블,31,사진,연희다방,8,16,서울 서대문구 연희로11라길 10-6 은는 1층
1213231016,인스타그래머블,20,사진,커피 벌스데이,456,1211,서울 마포구 와우산로29길 26-33 1층 커피 벌스데이
1543986977,인스타그래머블,18,사진,랜디스도넛 연남점,13192,122,서울 마포구 동교로 247
1914086649,인스타그래머블,66,사진,모리노코,88,113,서울 마포구 연남로11길 34 1층
