id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
941188692,공부,40,테이블,투떰즈업,1161,944,서울 마포구 월드컵로19길 71
1367299797,공부,27,테이블,베이크 샵 하벳,21,23,서울 마포구 월드컵로17길 64 1층
1407848569,공부,887,공간,티노마드,4791,290,서울 마포구 포은로 112 2층
1548894301,공부,104,테이블,베이코닉 브런치바,83,55,서울 마포구 월드컵로17길 50 1층
1813667950,공부,128,테이블,포트레이트커피바,453,454,서울 마포구 포은로8길 32 1층
1727492792,공부,426,테이블,레스피레,785,765,"서울 마포구 월드컵로13길 55-24 지1, 1층"
1412734296,공부,251,공간,보통공원,309,331,서울 마포구 망원로 79 3층
1353180628,공부,91,공간,카페뎀셀브즈 망원동 소아과점,548,516,"서울 마포구 포은로 93 1층, 2층"
37837603,공부,39,테이블,도쿄빙수 망원본점,1325,338,서울 마포구 포은로8길 9 1층
1237365247,공부,56,공간,HHSS HOUSE,39,57,서울 마포구 월드컵로 113 3층 303호
38015307,공부,172,테이블,키오스크,219,562,서울 마포구 월드컵로19길 74
1380774665,공부,200,테이블,프렌치 망원,155,101,서울 마포구 포은로 131 쁘띠보네르 1층 101호
1856313483,공부,93,테이블,웅파이 망원점,713,246,서울 마포구 망원로2길 62 1층 2호
1334861428,공부,56,공간,평형,34,46,서울 마포구 포은로5길 6 1층
1336686955,공부,127,테이블,카페하모니,222,412,서울 마포구 동교로9길 12 지층~1층 카페하모니
1530045389,공부,44,책,카페 고잉홈,61,69,서울 마포구 방울내로9안길 32 1층 고잉홈
1373662518,공부,47,테이블,도래노트,90,82,서울 마포구 방울내로 72 1층 도래노트
1387504450,공부,182,테이블,도피,387,331,서울 마포구 포은로5길 47 1층
1195434395,공부,83,테이블,고미푸딩 망원점,182,222,서울 마포구 희우정로10길 20 1층
1480159827,공부,9,공간,언더지,61,6,서울 마포구 포은로 72 별관 지하1층
87350574,공부,40,테이블,레귤러서비스,235,293,서울 마포구 월드컵로25길 58 1층 110호 해남공판장 건너편
1743487646,공부,75,테이블,헤비타트테이블,67,15,서울 마포구 망원로 24 1층
1817130798,공부,10,공간,카인들리,26,3,서울 마포구 포은로 129 1층
1475750515,공부,43,테이블,요거멜로우,430,419,서울 마포구 월드컵로17길 9 1층
1297713738,공부,142,공간,주인공,97,77,서울 마포구 월드컵로17길 47 1.5층
1202631502,공부,12,공간,엔티프,126,10,서울 마포구 포은로 78 2층
1213953055,공부,2,공간,르뻬떼,11,5,서울 마포구 망원로 33-1 1층 르뻬떼
1598158323,공부,33,공간,메이 멜로디,223,56,서울 마포구 월드컵로23길 82-3 1층
1902491905,공부,10,테이블,두더지짜이집,16,22,서울 마포구 방울내로6길 8
1704158255,공부,10,테이블,포페,274,52,서울 마포구 포은로 97-1 1층
1096275635,공부,15,공간,피카브로드,104,19,서울 마포구 월드컵로15길 22 1층
34565313,공부,59,공간,베러댄알콜,159,83,서울 마포구 희우정로16길 50 1층 베러댄알콜
1087663953,공부,11,작업,디거스,248,23,서울 마포구 월드컵로31길 6 1층
1408914918,공부,8,테이블,달리는커피 서울망원점,223,55,서울 마포구 망원로11길 77 달리는커피
1172451985,공부,13,테이블,로스터제임스 커피랩,199,58,서울 마포구 월드컵로15길 23 1층
1992884008,공부,166,공간,슬라브,50,114,서울 마포구 포은로 87 지하1층
1199059619,공부,37,테이블,홈다운,138,56,서울 마포구 희우정로10안길 7 1층 101호
1760548415,공부,38,공간,카페 드 캄플랫,73,18,"서울 마포구 희우정로16길 54-5 지하1, 지상1층"
1686798640,공부,11,테이블,카페초이,239,11,서울 마포구 방울내로9안길 80 지1층
37463738,공부,13,테이블,Hola Cafe,93,226,서울 마포구 월드컵로13길 23 2층
1083933665,공부,20,공간,게뜨망하우스,66,21,서울 마포구 월드컵로13길 55-32
1946364324,공부,17,공간,브릴랜드,6,40,서울 마포구 동교로9길 57 4층
1433633124,공부,6,테이블,rora,108,21,서울 마포구 월드컵로25길 95 1층 rora
1835581380,공부,21,공간,스튜디오파우드,34,13,서울 마포구 희우정로10길 4 2층
1642168774,공부,10,작업,프릿,30,1,"서울 마포구 월드컵로17길 50 2, 3층"
1572676529,공부,39,공간,인덴트커피룸,48,1,서울 마포구 희우정로20길 15 1층
1878938830,공부,11,테이블,달로아,34,11,서울 마포구 월드컵로19길 16 1층
1558131358,공부,40,스터디,BGT호두단팥빵 망원동점,22,1,서울 마포구 월드컵로 103-1 1층
11690045,공부,2,편하다,파리바게뜨 망원점,2379,19,서울 마포구 포은로 120 망원우체국 사거리에서 망원시장 방향으로 300m
1344819925,공부,3,테이블,그랜비 베이커리,16,2,서울 마포구 희우정로16길 16 1층
1130739712,공부,1,공간,푸룬푸룻,13,2,서울 마포구 포은로8길 11 1층 2호
1162558890,공부,7,스터디,쥬씨 망원시장점,714,7,서울 마포구 망원로 77
1363099011,공부,16,공간,슈가박스,60,8,서울 마포구 방울내로 24 1층
1104328326,공부,90,스터디,파운디스트,5,1,서울 마포구 방울내로7길 23 102호
37463738,공부,13,테이블,올라 카페,93,226,서울 마포구 월드컵로13길 23 2층
20420898,공부,9,공간,카페지스타,26,4,서울 마포구 월드컵로25길 7 1층 카페지스타
1965851901,공부,4,작업,망원동미쓰리,34,8,서울 마포구 방울내로 66
1657286219,공부,2241,스터디,카페리 마포구민체육센터점,323,2,서울 마포구 월드컵로25길 190 1층
