0	1
title	[]
서울2박3일여행 / 푸르너스가든 서울숲, 정원과 테라스가있는 성수동 카페 추천	['목도', '마르고', '폰', '충전', '위해', '두리', '번', '두리', '번', '카페', '성수', '카페', '많다', '많다', '카페', '사람', '싫다', '저희', '정처', '전혀', '도', '검색', '저기', '카페인', '듯', '뒷문', '푸릇푸릇', '정원', '반하다', '가게', '푸르다', '스', '가든', '타이밍', '중요하다', '웨이팅', '없다', '상쾌하다', '느낌', '괜찮다', '편', '음료', '맛', '가격', '만족하다', '숨', '온', '이', '곳', '푸르다', '스', '가든', '서울숲', '서울특별시', '성동구', '서울숲', '길', '푸르다', '스', '가든', '서울숲', '서울', '성동구', '서울숲', '길', '서울', '숲', '근처', '서울숲', '역', '번', '출구', '영업', '시간', '평일', '주말', '장안', '있다', '귀', '새소리', '정원', '느낌', '푸르다', '스', '가든', '자연', '느낌', '물씬', '디저트', '있다', '음료', '다양', '가격', '높다', '편', '우리', '초콜렛', '라떼', '딸기', '라떼', '선택', '당', '당', '충전', '필요하다', '웨이팅', '자리', '거의', '사람', '있다', '내부', '아쉽다', '인', '테이블', '원형', '테이블', '중간', '단체', '테이블', '등', '작다', '규모', '테이블', '수', '꽤', '있다', '기억', '아침', '비', '낮', '날씨', '물기', '먹음', '나무', '풀', '더욱', '푸릇푸릇함', '중', '물', '야외', '테라스', '좋다', '폰', '충전', '사진', '실내', '총총', '음료', '평범하다', '맛', '실패하다', '맛', '아니다', '다행', '일지', '우리', '메뉴', '당', '충전', '용이', '맛', '없다', '없다', '음료', '서울숲', '산책', '성수동', '숨', '당', '충전', '카페인', '충전', '적당하다', '좋다', '카페', '푸르다', '스', '가든', '자연', '푸릇푸릇', '좋아하다', '우리', '알맞다', '휴식', '공간', '테라스', '정원', '카페', '푸르다', '스', '가든', '발견', '곳', '줄', '없다', '나무', '보고', '석', '웨이팅', '없다', '무난', '괜찮다', '카페', '요기', '정원', '카페', '개인', '솔직', '후기', '끝']
[서울숲/성수동] 푸르너스가든 카페 ㅣ테라스와 정원이 있음 ㅣ 아기랑 가기 좋은 곳_230529	['날씨', '좋다', '덥다', '날', '자동차', '수리', '우리', '셋', '이서', '대중교통', '타고', '이동', '목적지', '딱하다', '미리', '정', '성수동', '쪽', '차', '서비스', '센터', '근처', '가게', '곳', '푸르다', '스', '가든', '서울숲', '영업', '시간', '푸르다', '스', '가든', '서울숲', '서울특별시', '성동구', '서울숲', '길', '이름', '진짜', '정원', '멋지다', '예쁘다', '입구', '힐링', '느낌', '날씨', '낮', '덥다', '테라스', '자리', '하나', '있다', '운', '좋다', '실내', '에어컨', '바람', '강하다', '야외', '탁월하다', '선택', '그늘', '바람', '불', '좋다', '내', '메뉴', '크림', '치즈', '프레즐', '아이스', '아메리카노', '딸기', '라테', '사실', '메뉴', '다른', '맛있다', '음료', '덥다', '아아', '지아', '딸기', '라테', '좋아하다', '그냥', '아빠', '정원', '것', '것', '구경', '신나다', '지아', '때', '역시', '야외', '자리', '좋다', '것', '것', '구경', '수', '있다', '아이', '지루하다', '작다', '무언가', '즐겁다', '좋아하다', '모습', '귀엽다', '내', '마음', '행복하다', '잠시', '엄마', '아빠', '시간', '영상', '시청', '중인', '딸', '래미', '덥다', '날', '지하철', '타고', '해도', '짜증', '안', '고맙다', '푸르다', '스', '가든', '서울숲', '재생', '좋다', '접기', '성수동', '정원', '카페', '성수동', '테라스', '카페', '서울숲', '테라스', '카페', '성수동', '아기', '곳', '서울숲', '아기', '곳', '나비', '것', '보고', '신나다', '뭐', '좋다', '기분', '좋다', '지아', '역시', '아이', '기분', '좋다', '것', '같다', '카페', '너', '무', '덥다', '하늘', '그림', '같다', '덥다', '신나다', '딸', '래미', '전화기', '보라', '인상', '팍', '횡단보도', '뒤', '뭐', '하나', '할머니', '쑥', '거', '거', '아이', '기억', '모방', '무시무시하다', '가끔', '아니다', '자주', '서울숲', '보고', '덥다', '걸', '수가', '없다', '셋', '이서', '지하철', '타고', '성수동', '나들이', '성공', '오빠', '지아', '기분', '묘', '새삼', '지아', '걸', '사랑', '우리', '가족', '지아', '개월']
(서울숲 뚝섬 성수동 분위기 좋은 식물카페) 성수동 푸르너스가든 서울숲 - 내돈내산 후기	['뚝섬', '성수동', '분위기', '좋다', '식물', '카페', '푸르다', '스', '가든', '서울숲', '동생', '저번', '완전', '서울숲', '성수동', '분위기', '좋다', '카페', '푸르다', '스', '가든', '서울숲', '푸르다', '스', '가든', '서울숲', '영업', '시간', '평일', '토요일', '일요일', '단체', '석', '자리', '룸', '있다', '예약', '사람', '많다', '디저트', '케이크', '류', '등', '있다', '움', '푸르다', '스', '가든', '서울숲', '메뉴', '우리', '대추차', '유자', '이드', '아인', '슈페', '너', '우리', '정도', '풀석', '내부', '뻔', '운', '좋다', '도착', '동시', '우리', '옆', '있다', '테이블', '분', '일어나서', '바로', '자리', '겟또', '내부', '식물', '로', '창밖', '풍경', '완전', '푸릇해', '액자', '사진', '가든', '느낌', '뿜뿜', '야외', '분수', '있다', '더', '이쁘다', '날씨', '시원하다', '무조건', '야외', '석', '여기', '사진', '이쁘다', '듯', '난', '덥다', '내', '사진', '건', '포기', '함', '근래', '카페', '중', '제일', '이쁘다', '것', '같다', '정원', '관리', '완전', '듯', '푸르다', '스', '가든', '서울숲', '내부', '영상', '재생', '좋다', '푸르다', '스', '가든', '서울숲', '내부', '영상', '푸르다', '스', '가든', '서울숲', '정원', '영상', '카페', '정원', '사진', '완성', '우리', '메뉴', '자리', '배경', '완전', '맘', '컵', '받침', '좀', '올드', '느낌', '대추차', '엄마', '왈', '그냥', '유자', '이드', '달달', '유자청', '매력', '톡톡', '시원하다', '이드', '아인', '슈페', '너', '크림', '좋다', '정석', '아인', '슈페', '너', '맛', '덕', '달달', '크림', '맘', '메뉴', '음료', '맛', '분위기', '정원', '넘사벽', '완전', '예쁘다', '서울숲', '분위기', '좋다', '카페', '푸르다', '스', '가든', '서울숲', '서울숲', '뚝섬', '성수', '쪽', '식물', '힐링', '이렇다', '색다르다', '카페', '있다', '푸르다', '스', '가든', '서울숲', '점', '완전', '강', '추하다', '푸르다', '스', '가든', '서울숲', '서울특별시', '성동구', '서울숲', '길', '위치', '여기', '포스팅', '돈', '산', '후기', '이다']
성수동 서울숲 숲에 둘러쌓인 카페 푸르너스가든	['안녕하다', '위니', '이다', '오늘', '서울숲', '바로', '옆', '서울숲', '가든', '카페', '푸르다', '스', '가든', '포스팅', '해', '위치', '진짜', '서울숲', '바로', '찾기', '정도', '구석', '있다', '비밀', '정원', '아름답다', '정원', '제', '눈', '예쁘다', '유', '퀴즈', '더블', '록', '카페', '요', '실내', '아주', '평범하다', '평범하다', '카페', '입구', '쪽', '카운터', '자리', '있다', '매장', '성수동', '있다', '카페', '편이', '영업', '시간', '마감', '곳', '많다', '넉넉하다', '반대쪽', '실내', '넓다', '홀', '곳곳', '식물', '눈', '테이블', '있다', '성수', '회식', '차로', '단체', '같다', '느낌', '전', '밤', '야경', '보지', '바깥쪽', '이쁘다', '정원', '있다', '여름', '겨울', '아니다', '선선', '계절', '가시', '실내', '폴딩도어', '때문', '실내', '야외', '있다', '한쪽', '야외', '테이블', '있다', '더위', '추위', '감당', '면', '계절', '내내', '야외', '있다', '지금', '폭염', '한밤중', '가도', '같다', '정원', '진짜', '푸르다', '스', '가든', '파릇파릇', '이쁘다', '실내', '야외', '배경', '컷', '커피', '맛', '나쁘다', '아주', '평범하다', '맛', '중요하다', '생각', '분', '근처', '곳', '추천', '서울숲', '카페', '주변', '많다', '요', '식물', '풀', '숲', '이렇다', '좋아하다', '분', '추천', '전', '좋다']
푸르너스가든 서울숲, 성수동 테라스 정원 카페	['안녕하다', '거', '니거', '이다', '오늘', '소개', '곳', '성수동', '서울숲', '근처', '위치', '푸르다', '스', '가든', '카페', '한화', '갤러리아', '전시회', '보고', '곳', '예쁘다', '정원', '있다', '가게', '넓다', '작다', '작다', '호수', '금붕어', '내부', '많다', '책', '있다', '식물', '예쁘다', '있다', '테이블', '간격', '넓다', '좋다', '밥', '디저트', '온', '상태', '음료', '로만', '주문', '치즈케이크', '맛있다', '스콘', '쿠키', '있다', '과일', '컵', '팔고', '있다', '저희', '아메리카노', '밀크', '티', '선택', '주문', '정원', '구경', '음료', '금방', '정원', '쪽', '테이블', '있다', '날', '덥다', '매장', '안쪽', '창가', '자리', '밖', '금붕어', '움직임', '마음', '편안하다', '도심', '속', '가깝다', '곳', '힐링', '기분', '카페', '서울숲', '뚝섬', '성수동', '쪽', '오시', '추천', '안녕', '푸르다', '스', '가든', '서울숲', '서울특별시', '성동구', '서울숲', '길']
서울숲 그리고 성수동 갈만한 곳(대성갈비, 밀도,푸르너스가든)	['친구', '당일', '여행', '급', '만남', '서울숲', '쌀쌀하다', '겨울', '때', '달리', '초록', '넘치다', '서울숲', '생명력', '넘치다', '서울숲', '역', '번', '출구', '오니', '서울숲', '향', '발걸음', '분주하다', '서울숲', '향', '있다', '날', '전', '슾', '산책', '부지런하다', '인적', '한가하다', '더', '넉', '서울숲', '처음', '온', '친구', '있다', '어쩜', '성수동', '감탄', '내', '좋아하다', '은행나무', '숲길', '겨울', '분수', '썰렁하다', '봄', '높다', '시원하다', '분수', '물줄기', '좋다', '성수동', '위용', '더', '자랑', '고층', '아파트', '저기', '누가', '가십', '거리', '넘치다', '곳', '저', '높다', '곳', '서울숲', '정말', '좋다', '생각', '아니다', '수', '없다', '이렇다', '곳도', '있다', '담', '혼자', '있다', '곳', '찜', '넓다', '광장', '얼굴', '하늘', '사진', '이', '꽃', '접시꽃', '친구', '수다', '수가', '없다', '서로', '지난', '얘기', '앞', '우리', '어떻다', '모습', '우리', '어떻다', '삶', '형태', '대해', '서로', '생각', '이제', '출출하다', '점심', '고고', '밥', '간', '곳', '대성', '갈비', '다행하다', '웨이', '팅', '정도', '입장', '낮', '고기', '냄새', '민폐', '염려', '두기', '돼지갈비', '인분', '숯불', '갈비', '만이', '기대', '고기', '일단', '입', '보고', '고개', '끄덕', '맛있다', '신호', '여기', '갈비', '김치찌개', '처음', '때', '내', '맛있다', '기억', '있다', '찌개', '갈비', '배부르다', '맛있다', '좋다', '길', '서울숲', '오늘', '하루', '마무리', '차', '한잔', '서울숲', '입구', '있다', '푸르다', '스', '가든', '서울', '곳', '한강', '뷰', '서울숲', '카페', '푸르다', '스', '가든', '사계절', '언제', '가면', '좋다', '서울', '공원', '올림픽', '공원', '서울숲', '공원', '언제', '수', '있다', '집', '때', '밀도', '식빵', '사서', '집', '고고', '친구', '성수동', '서울숲', '만남', '우리', '추억', '한장']
: 성수동 조용한 카페, 푸르너스가든 서울숲	['푸르다', '스', '가든', '서울숲', '서울특별시', '성동구', '서울숲', '길', '노가리', '마켓', '가기', '전', '시간', '좀', '남아', '간', '푸르다', '스', '가든', '곳', '그녀', '그', '근처', '카페', '중', '아라찡', '픽', '곳', '골목', '안쪽', '있다', '가든', '같다', '분위기', '아니다', '금요일', '저녁', '도', '사람', '많다', '좋다', '중간', '새장', '있다', '새', '귀', '소리', '듣기', '좋다', '실내', '야외', '자리', '야외', '좌석', '있다', '가을', '스산', '느낌', '건', '수', '없다', '같다', '불빛', '조경', '해', '연말', '분위기', '야외', '착석', '옆쪽', '산책로', '연결', '쪽', '분', '있다', '길냥이', '좀쉬', '귀여웡', '분당선', '문제', '다급하다', '문자', '뭐', '시간', '한참', '급하다', '있다', '오라', '전', '블로그', '매경', '좋다', '등장', '가죽', '여윽시', '멋쟁이', '멋쟁이', '단어', '이제', '커피', '주문', '곧', '배', '디저트', '패스', '패스', '아라찡', '고구마', '라떼', '전', '그냥', '라떼', '잔', '푸르다', '스', '가든', '이름', '디자인', '커피', '달', '적당하다', '달달', '맛있다', '차', '수다', '톡', '벌써', '근황', '토크', '노가리', '마켓', '바로', '옆', '시간', '있다', '푸르다', '스', '가든', '정원', '느낌', '카페', '봄', '여름', '사람', '더', '같다', '분위기', '사람', '조용하다', '대화', '좋다', '카페', '랍니', '다음', '별', '개', '유', '스트레스', '대림', '국수', '배', '카페', '어디', '유', '스트레스', '네이버', '점수', '점', '그렇다']
[성수동 카페] 서울숲 반려동물 동반 카페 - 푸른 정원이 있는 카페 - 푸르너스가든 서울숲점	['성수', '예쁘다', '정원', '있다', '카페', '푸르다', '스', '가든', '갤러리아', '포레', '옆', '있다', '카페', '반려동물', '동반', '가능하다', '단체', '모임', '가능하다', '별도', '공간', '마련', '있다', '도심', '예쁘다', '정원', '볼', '수', '있다', '신기하다', '따뜻하다', '햇볕', '시원하다', '바람', '불어', '주니', '정원', '커피', '더', '맛있다', '야외', '테이블', '있다', '빈자리', '안', '나무', '밑', '커피', '더', '맛있다', '거', '같다', '매장', '안', '테이블', '여러', '개', '있다', '널찍하다', '답답하다', '좋다', '반려동물', '동반', '가능하다', '강아지', '데리', '오신', '분도', '계시다', '저', '창가', '자리', '창밖', '나무', '보이', '새소리', '푸르다', '스', '가든', '공식', '인스타그램', '사진', '푸르다', '스', '가든', '인스타그램', '있다', '사진', '보고', '작다', '나무숲', '자리', '카페인', '줄', '실제', '더', '좋다', '단체', '석', '위', '방이', '마련', '있다', '아메리카노', '당근', '케이크', '얼그레이', '초코', '스콘', '초코', '칩', '스콘', '주문', '아메리카노', '부담', '쓴맛', '없다', '고소하다', '맛', '스콘', '특별하다', '맛', '아니다', '다른', '카페', '비슷하다', '정도', '당근', '케이크', '달', '시나몬', '향', '은은하다', '좋다']
<푸르너스가든 서울숲> 숲속에 있는듯한 서울숲, 성수동 카페 추천	['주말', '덥다', '날', '성수', '나', '명백하다', '실수', '더위', '피하', '고자', '원래', '계획', '수정', '가깝다', '카페', '안', '숲', '안', '있다', '카페', '느낌', '주말', '사람', '많다', '나이', '많다', '분', '꽤', '있다', '메뉴', '다양하다', '있다', '유자', '이드', '홍차', '라떼', '각', '베이커리', '류', '가지', '있다', '곧', '밥', '예정', '디저트', '패스', '우리', '다인', '석', '테이블', '숲', '자리다', '아니다', '저', '뒤', '있다', '새소리', '수', '있다', '홍차', '라떼', '향', '꽤', '진하다', '시럽', '약간', '덜', '부분', '달', '부분', '시럽', '추가', '먹음', '유자', '이드', '지인', '물', '리필', '먹음', '나름', '제청', '유자', '미가', '강하다', '오트밀', '쿠키', '하나', '거', '맛있다', '배우', '신분', '가게', '내부', '나쁘다', '얘기', '좀', '드', '데', '좀', '중후', '스타일', '연령', '대가', '좀', '높다', '테이블', '넓다', '의자', '편', '한편', '테이블', '자체', '없다', '거의', '인석', '개인', '요즘', '등', '없다', '의자', '낮다', '테이블', '팅', '카페', '좋다', '테라스', '자리', '있다', '연못', '있다', '조경이', '예쁘다', '날', '좀더', '선선', '커피한잔', '좋다', '평', '직원', '매우', '친절하다', '우리', '앞', '외국인', '손님', '있다', '설명', '음료', '맛', '가격', '평이하다', '조경이', '있다', '풍경', '숲속', '있다', '같다', '자리', '넓다', '쾌적하다', '다만', '소리', '좀', '시끄럽다']
