id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
36462644,뷰,3,한강,스타벅스 연희DT점,4423,50,서울 서대문구 연희로 144
18256466,뷰,42,테라스,제니스커피하우스,98,90,서울 서대문구 연희로11가길 30
53395633,뷰,19,구경,오름카페,458,16,서울 서대문구 연희로32길 134 오름카페
1338808846,뷰,142,테라스,비긴커피,74,36,서울 서대문구 연희맛로 41 1F
1013937090,뷰,27,한강,카페인더포레스트,10,10,서울 서대문구 연희로 147 1층
1428844673,뷰,6,숲,쏘잉구떼 양과점,1,3,서울 서대문구 연희로 46-1 2층 202호
1238217011,뷰,7,뷰,데이지카페,217,4,서울 서대문구 모래내로 380
1207535641,뷰,243,창,이디야커피 서대문구청점,625,1,서울 서대문구 연희로 237
36547602,뷰,13,산,전통찻집다향,0,0,서울 서대문구 연희맛로 34 남강빌딩
1300378937,뷰,5,구경,팽페르뒤,251,33,서울 마포구 동교로38길 12 2층
1888210838,뷰,20,풍경,으믐,34,32,서울 마포구 성미산로 29 1층
1176174041,뷰,18,구경,고요베이크샵,1973,849,서울 마포구 동교로 144-3 단독주택
1130943497,뷰,9,구경,마크스로프트,164,1477,서울 마포구 와우산로27길 20 1층
36398891,뷰,25,산,츄로101 홍대본점,1357,271,서울 마포구 어울마당로 128
1910633529,뷰,21,숲,청수당공명,1374,1560,서울 마포구 성미산로 152 청수당공명
1346475243,뷰,6,구경,오버딥,287,160,"서울 마포구 성미산로 149-8 2, 3층, 루프탑"
