id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
12851539,뷰,46,뷰,패션5,9447,1855,서울 용산구 이태원로 272 SPC빌딩
1230533926,뷰,793,테라스,콘하스 한남점,1169,1855,서울 용산구 이태원로55나길 22 콘하스 한남점
1365054072,뷰,1152,테라스,한남작업실,1001,868,서울 용산구 이태원로55나길 7 1층 한남작업실
37336922,뷰,21,뷰,그랜드하얏트서울 갤러리,1885,955,서울 용산구 소월로 322 그랜드하얏트서울 로비1층
1448128547,뷰,375,테라스,히트커피로스터스 한남,393,287,서울 용산구 이태원로 258 건물 뒤편 테라스 1층
1802962451,뷰,20,한강,크레이트커피,410,19,서울 용산구 독서당로 97 1층
1121122923,뷰,218,테라스,한남라메종,509,292,서울 용산구 한남대로20길 51
37769824,뷰,17,뷰,폴바셋 한남 커피스테이션점,2912,235,서울 용산구 한남대로 48
1150211577,뷰,50,구경,카페 베르나르도,65,66,서울 용산구 한남대로 91 나인원 지하1 층
1510972643,뷰,736,테라스,LTP 한남,110,38,서울 용산구 이태원로45길 7 2층
1959942054,뷰,374,테라스,패션5 테라스,65,3,서울 용산구 이태원로 272 지하 테라스
1267358648,뷰,23,테라스,아스티에드빌라트카페,75,196,서울 용산구 이태원로49길 13 아스티에드빌라트 서울 플레그쉽 스토어 5층
1093337449,뷰,30,테라스,차요,95,55,서울 용산구 한남대로20길 61-7 옥상층 차요
924771485,뷰,16,구경,보마켓 남산점,50,89,서울 용산구 소월로 377 남산맨션 1F
1529139711,뷰,464,테라스,카페 르상스 사운즈한남점,306,191,서울 용산구 대사관로 35 사운즈 한남 1층
1605560661,뷰,210,뷰,아카이뷰,11,145,서울 용산구 우사단로14길 74
1914211634,뷰,44,테라스,브랜드한남,183,38,서울 용산구 대사관로 46-1 브랜드한남
1105084400,뷰,58,시티,매머드익스프레스 한남순천향병원점,29,2,서울 용산구 대사관로 66 지상1층
1655466771,뷰,12,구경,카페 yy,4,4,서울 용산구 독서당로 46 1층 114-1호
37624492,뷰,6,시티,요벨커피,431,431,서울 용산구 한남대로 72 11층
33684867,뷰,6,시티,레알빈,6,3,서울 용산구 이태원로36길 16 1층
1246511413,뷰,5,마운틴,알어바웃트,1,8,서울 용산구 대사관로8길 15
1732567929,뷰,19,시티,학산 한남지점,425,425,서울 용산구 이태원로36길 15
1976267986,뷰,8,시티,이스탄불딜라이트 2호점,19,19,서울 용산구 우사단로10길 39 (한남동) 1층
1956497986,뷰,11,뷰,카페타자기,355,463,서울 용산구 신흥로 97-5 내제 2층호
1497570402,뷰,24,뷰,오잇,700,1159,서울 용산구 신흥로 95
96842022,뷰,13,구경,토스티데이즈,219,230,서울 용산구 신흥로 97-6 1층
1586361430,뷰,10,테라스,오띠젤리,401,264,서울 용산구 녹사평대로 168-6 1층 O Tigelle
1007939018,뷰,11,구경,마커마크,70,34,서울 용산구 신흥로15길 20 1층
1402030250,뷰,34,테라스,소서원,136,154,"서울 용산구 이태원로14길 45 1층, 지하1층(이태원동)"
1452914440,뷰,17,구경,로너,61,160,서울 용산구 녹사평대로 222 . 1층
