id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
1914086649,인스타그래머블,176.0,사진,모리노코,88,111,서울 마포구 연남로11길 34 1층
1143889950,인스타그래머블,164.0,웨이,조앤도슨,429,1141,"서울 마포구 동교로41길 31 지층 좌측, 조앤도슨"
1543986977,인스타그래머블,463.0,사진,랜디스도넛 연남점,13189,851,서울 마포구 동교로 247
1104888425,인스타그래머블,93.0,예약,달콤다정,822,151,서울 마포구 동교로38길 33-21 2층 달콤다정
1010873065,인스타그래머블,732.0,사진,코리코카페,5387,1004,서울 마포구 성미산로 165-7 대원미디어 연남점
1110821571,인스타그래머블,486.0,사진,테누커피,400,392,서울 마포구 연남동 241-89
1601052613,인스타그래머블,279.0,사진,메리트리,198,659,서울 마포구 성미산로29안길 17 2층
1264720945,인스타그래머블,176.0,사진,발트 본점,353,99,서울 마포구 동교로 262-3 2-3층
1977021297,인스타그래머블,809.0,사진,브래디스커피,191,499,"서울 마포구 성미산로23안길 23 1층, 2층"
1545596355,인스타그래머블,67.0,사진,카페 만월회 그로서리마켓,390,170,서울 마포구 연희로1길 51 2층
34308583,인스타그래머블,351.0,사진,유니드마이요거트,323,170,서울 마포구 성미산로29길 44 유니드마이요거트
1778087184,인스타그래머블,57.0,사진,커비스컵케이크,335,105,서울 마포구 동교로38길 29 3층 (꼭대기층)
1659406560,인스타그래머블,25.0,사진,니어바이카페,3,4,서울 마포구 동교로 241 4층
1929468102,인스타그래머블,700.0,사진,연남동벚꽃집,1034,647,서울 마포구 동교로29길 50
1215536436,인스타그래머블,408.0,사진,어나더쉐어,221,240,서울 마포구 동교로38안길 10 2층
1903137270,인스타그래머블,405.0,예약,로제드미네,95,146,서울 마포구 성미산로 190-11 3층
1225651194,인스타그래머블,108.0,사진,차니베어스테이션,256,122,"서울 마포구 동교로46길 42-4 1층, 2층"
1971357827,인스타그래머블,247.0,사진,와이와이와이 그릭요거트 연남,331,286,서울 마포구 성미산로23길 10
1290724510,인스타그래머블,30.0,사진,애몽,28,42,서울 마포구 연남로3길 13 2층
1464978463,인스타그래머블,27.0,사진,카페 세화,48,36,서울 마포구 성미산로26길 8 1층 카페 세화
1905198544,인스타그래머블,35.0,사진,그루비,156,56,서울 마포구 동교로27길 95 1층
1447869730,인스타그래머블,59.0,사진,히피리피,1152,180,서울 마포구 동교로51안길 11
1489881877,인스타그래머블,43.0,사진,일련 로스터스,42,24,서울 마포구 동교로 262 2층
508668545,인스타그래머블,93.0,사진,슬리핑포레스트,305,177,서울 마포구 동교로41길 31
1168875518,인스타그래머블,35.0,사진,스타티스,38,13,서울 마포구 동교로38길 33 지빌딩 2층 201호
1995205223,인스타그래머블,403.0,사진,롭다,803,248,서울 마포구 동교로38길 4
1918881926,인스타그래머블,596.0,사진,앤스커피,350,1,서울 마포구 성미산로 174
