id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
1833313793,뷰,21,테라스,오우드 성수1호점,1534,4874,서울 성동구 연무장길 101-1
1468687611,뷰,22,테라스,니커버커베이글 성수지점,82,140,서울 성동구 뚝섬로13길 36 1층~3층
1030871168,뷰,22,구경,쎈느Scene,1984,328,서울 성동구 연무장5길 20 1F Scène
1239997161,뷰,556,테라스,테디스오븐,1239,1917,서울 성동구 서울숲2길 43 (성수동1 가) 1층
1479215721,뷰,67,구경,보마켓 서울숲점,1872,791,서울 성동구 왕십리로 83-21
1624530576,뷰,59,테라스,villa.1990,174,101,서울 성동구 둘레9길 17 2층
1281821449,뷰,15,구경,서울바나나,1143,183,서울 성동구 왕십리로5길 11 1층
1279085531,뷰,27,구경,RSG 성수,28,212,서울 성동구 연무장15길 11 C동 110호
1271468163,뷰,15,구경,백야드빌더성수,73,138,서울 성동구 광나루로 152
1000212289,뷰,21,뷰,피리어드,157,81,서울 성동구 서울숲2길 19-17 1층 피리어드
1266915975,뷰,14,테라스,퀸테트,100,117,서울 성동구 서울숲2길 12-8 1층
