카페ID,카페이름,방문자리뷰,블로그리뷰,주소
1348768821,어글리베이커리,9223,3142,서울 마포구 월드컵로13길 73 1층 어글리 베이커리
1416238798,더바이글,158,38,서울 마포구 포은로 117 1층 103호
1988455172,소설원 망원,1295,2873,서울 마포구 월드컵로13길 22-3
941188692,투떰즈업,1161,944,서울 마포구 월드컵로19길 71
1256673550,슈크렌느,107,39,서울 마포구 월드컵로11길 80 1층
1367299797,베이크 샵 하벳,21,23,서울 마포구 월드컵로17길 64 1층
1672249532,비전스트롤 망원점,270,314,서울 마포구 망원로 61 1층
1941199046,구황작물,187,277,서울 마포구 동교로 27-8 1층
1759690653,브릭베이글,637,444,서울 마포구 동교로 43-1
1670713183,해브어,316,205,서울 마포구 월드컵로17길 38 2층
1167345645,아브르드팡,246,44,서울 마포구 월드컵로21길 14 1층
1916722465,올웨이즈어거스트로스터스,261,670,서울 마포구 망원로6길 19 1층 일부
1642598415,딜리커피 망원,106,48,서울 마포구 포은로 92 1층
1087879784,후와후와,26,21,서울 마포구 월드컵로13길 79 . 1층 102호
1837601021,밀로밀,798,290,서울 마포구 희우정로10길 9 1층
1407848569,티노마드,4791,290,서울 마포구 포은로 112 2층
1548894301,베이코닉 브런치바,83,55,서울 마포구 월드컵로17길 50 1층
33152234,커피가게동경,1307,55,서울 마포구 망원로6길 21 지층
1000020305,크림데이 글루텐프리 케이크샵,1148,140,서울 마포구 월드컵로21길 39
1813667950,포트레이트커피바,453,454,서울 마포구 포은로8길 32 1층
1727492792,레스피레,785,765,"서울 마포구 월드컵로13길 55-24 지1, 1층"
1618890289,망원 지튼,422,765,서울 마포구 망원로 73 2층 ZTTN
1923036804,커넥츠커피 망원,1002,314,서울 마포구 월드컵로11길 8 105호 커넥츠커피 망원점
1469082415,당도,113,5,충남 서산시 예천1로 28 유플라자 1층
1876359522,모을,41,5,서울 마포구 월드컵로19길 71 3층
1536816099,이이알티 망원,814,5,"서울 마포구 포은로 105-1 1층, 2층"
1450830938,라바즈,256,212,서울 마포구 월드컵로13길 19-23 2층 왼쪽 202호
1754355439,콘웰,381,435,서울 마포구 월드컵로15길 40 2층 콘웰커피
1058857466,두두리두팡,269,262,서울 마포구 월드컵로23길 19 1층 두두리두팡
37654332,딥블루레이크,1275,262,서울 마포구 포은로6길 11
1412734296,보통공원,309,331,서울 마포구 망원로 79 3층
