카페ID,카페이름,방문자리뷰,블로그리뷰,주소
1725895520,블루보틀 성수 카페,17626,3876,서울 성동구 아차산로 7 케이티링커스
1355804064,커피냅로스터스 성수,18,21,서울 성동구 성수일로4길 35-11 커피냅로스터스 성수
1700801654,봉땅 서울숲점,343,337,서울 성동구 서울숲6길 16-1 1층 봉땅
1508243090,5to7,1571,337,서울 성동구 서울숲2길 44-13 1층
1030413970,플디 성수점,833,337,서울 성동구 상원길 44 2층
1962021779,꼬모윤 서울숲점,180,126,서울 성동구 서울숲길 50 1층
1092567422,텅 성수 스페이스,2080,126,서울 성동구 성수이로 82 2층
1789793457,뉴앳던 성수,751,393,서울 성동구 왕십리로5길 9-20 4층
1537971823,에이투비 Cafe&Bar,833,393,서울 성동구 아차산로 135 2층
1988832741,발렁스,510,393,서울 성동구 성수일로4길 49 1층 발렁스
37191703,치카성수,521,736,서울 성동구 뚝섬로1가길 14 1층
1886226302,디플랫 성수,348,605,서울 성동구 연무장길 90 1층
1155970418,목로정원,288,605,서울 성동구 서울숲2길 47 3층
1239997161,테디스오븐,1239,1917,서울 성동구 서울숲2길 43 (성수동1 가) 1층
1399503871,프롤라,580,1212,서울 성동구 연무장17길 5 1층
1698816534,마일스톤 커피 성수점,224,276,서울 성동구 서울숲4길 15 1층
1873977601,얼스케이크베이크샵,202,385,서울 성동구 상원6나길 7 1층
1839018422,투데이즈 위켄드,85,129,서울 성동구 왕십리로5길 14-1 1층
1216172292,오우드 성수2호점,394,311,서울 성동구 성수이로24길 36 2층
1321337563,하프커피 성수,1928,311,서울 성동구 서울숲4길 12 지하1층
523890342,센터커피 서울숲점,2395,311,서울 성동구 서울숲2길 28-11
55585656,카멜커피 성수점,1304,311,서울 성동구 성덕정19길 6 1층
1679703260,스타벅스 성수점,2363,81,서울 성동구 아차산로 104
319626943,오우도,959,81,서울 성동구 성수일로 55 106호
1734273361,에르제 성수,2354,1096,서울 성동구 아차산로 135 1층
1115306852,까치화방 성수낙낙점,999,1096,"서울 성동구 아차산로17길 48 1층 R114호, 115호"
1259420360,업사이드커피,763,1096,서울 성동구 연무장13길 3
1613470297,브루잉 세레모니,405,1096,서울 성동구 연무장5가길 22-1 1층
1656010116,바이닐 성수,75,308,서울 성동구 아차산로 15-8 2층
1925823702,퍼프아웃,297,163,서울 성동구 연무장길 84 1층
1397949769,소프트바,315,367,서울 성동구 연무장길 54 1층
1289885337,더반 베를린 성수점,543,416,서울 성동구 뚝섬로17길 31-22 더반 베를린 코리아 성수
1345861465,바이러닉 에스프레소바,154,87,서울 성동구 상원길 26 1층
1859537881,무브모브 성수,901,87,서울 성동구 성수일로 56
1525007973,레이더,1046,659,서울 성동구 연무장길 39-29 레이더
1069345246,포지티브 서울숲,338,232,서울 성동구 서울숲2길 45 1층 포지티브
37910590,성수동대림창고갤러리,2740,232,서울 성동구 성수이로 78
1346166736,단일서울,602,232,서울 성동구 왕십리로 66-33 1층
1383256753,베티버 성수,827,574,서울 성동구 성덕정11길 18 1층
1297713401,삼옥,278,253,서울 성동구 아차산로7길 17-1 3층
1424054328,감도 성수점,844,344,서울 성동구 왕십리로 83-21 디타워 서울포레스트 지하1층 B115 감도
1196593317,플럼프,139,98,서울 성동구 아차산로 83 1층
1071830988,천상가옥,1890,939,서울 성동구 성수이로14길 14 A동 3층
1074798383,코에오 COEO,110,125,서울 성동구 성수이로16길 45 . 1층
1999678821,유스트레스,389,269,서울 성동구 연무장7가길 9
1193971273,포어플랜,430,469,서울 성동구 왕십리로14길 30-11 1층
1643583812,슈퍼말차 성수,1773,469,서울 성동구 서울숲6길 19
1295000655,그린랩,509,469,서울 성동구 서울숲2길 18-11
1127892000,오푸,48,120,서울 성동구 뚝섬로 408-7 3층
1168698330,로우커피스탠드,1176,651,서울 성동구 왕십리로4길 28-2 1층
1386832099,Y704,23,48,서울 성동구 연무장길 39-15 2층 Y704
1247415883,카페&펍 연무장,852,1065,"서울 성동구 연무장길 36 연무장 8층, 카페&펍 연무장"
1624336026,쿠키샾,434,254,서울 성동구 아차산로 84 1층
1900288880,클레멘타인,182,523,서울 성동구 서울숲2길 5-1 1층
1961050470,사이드템포,311,141,서울 성동구 성덕정길 67 사이드템포
1182897501,파티세리후르츠,261,303,서울 성동구 아차산로5길 37-1 1층
1200806667,KANTO 성수,336,303,서울 성동구 연무장길 20 지하1층
36237493,본노엘 성수점,1686,181,서울 성동구 상원길 64 1층
1193907072,키베이커리,622,181,서울 성동구 성수일로 11-2
1670214092,비도커피,194,147,서울 성동구 왕십리로4길 24-7 2층
1470489200,노아베이커리 성수,531,77,서울 성동구 연무장5길 19 1층
1483409913,올댓커피 포레스트점,607,561,서울 성동구 서울숲4길 12-23
1353346572,카멜커피 7호점,883,806,서울 성동구 서울숲7길 4 카멜커피
1781253700,뵈르에코,71,355,"서울 성동구 성수이로16길 33 1층, 지하1층"
1432336976,도렐 성수점,1865,919,서울 성동구 연무장7길 11 1층 도렐 성수점
1158988360,위스위츠 서울숲,136,20,서울 성동구 서울숲2길 11-12 1층
1790076538,젠젠 성수점,906,191,서울 성동구 연무장11길 10 우리큐브 빌딩 1층 젠젠카페
1467953783,맛차차,956,751,서울 성동구 서울숲2길 18-11 1층
1343525582,봇봇봇,773,746,서울 성동구 아차산로9길 8
1321493330,카페온화 성수점,765,822,서울 성동구 아차산로 78 1층
1595247698,버니타운,441,283,서울 성동구 서울숲2길 15-12 1.5층
1046248956,구테로이테 성수센트럴키친,283,159,서울 성동구 연무장13길 9 1층
1653885354,웨스턴챕터,842,314,서울 성동구 서울숲2길 12-8 2층
1645816805,이월로스터스 성수점,562,222,서울 성동구 서울숲2길 46 2층 이월로스터스 성수점
1430646260,마크69,617,222,서울 성동구 서울숲길 24
11861121,예빈당,1209,268,서울 성동구 성수이로 87 성문빌딩 1층
1621508044,FINZ,166,139,서울 성동구 성수일로3길 4-13
1447612432,어피스앤드피스,130,135,서울 성동구 성수일로12길 17 1층 A Piece & Peace
1213716626,에빠,141,148,서울 성동구 왕십리로5길 19 Etba seoul
548365578,글로우,1650,1005,서울 성동구 아차산로9길 20 1층
1772537875,컴포트라피,51,9,서울 성동구 뚝섬로1길 53-1 지1층
1479215721,보마켓 서울숲점,1872,791,서울 성동구 왕십리로 83-21
1901330939,성수지앵협동조합,477,791,서울 성동구 왕십리로 101
1223354536,BNHR,734,791,서울 성동구 연무장5길 9-16 1층
1232697152,포레스트,531,172,경기 화성시 동탄공원로2길 33-9 1층
82935618,에펜즈,406,498,"서울 성동구 서울숲2길 24-8 1층,2층"
1393890643,로우키,893,931,"서울 성동구 연무장3길 6 1층, B1층"
1483166635,이트앤드링크,231,45,서울 성동구 성수일로8길 39-1 이트앤드링크
1088009411,기미사 성수,292,195,"서울 성동구 성수이로26길 47 1층, 지하1층"
1856267449,올드타운,34,6,인천 부평구 길주로565번길 7-5 101호
1203115921,카페 차 성수점,1354,397,서울 성동구 서울숲6길 2 1층
1275922607,에이치커피로스터스,106,107,서울 성동구 성수일로11길 10 1층
1471112751,코트사이드,138,240,서울 성동구 아차산로13길 2 3F
1504347953,훔볼트,2016,467,서울 성동구 성수이로 58 1층 HUMBOLT
1477788445,미디엄스톤 성수점,823,368,서울 성동구 왕십리로10길 18-1 1.5층 미디엄스톤
1912626916,아후 Ahoo,103,32,서울 성동구 뚝섬로 341-18 1층(성수동1가)
1681576115,컴오프,802,32,서울 성동구 서울숲4길 17 1층
1739673389,맥코이 성수,137,111,서울 성동구 연무장15길 11 에스팩토리 B동 1F
1411397842,구펠,760,213,서울 성동구 왕십리로14길 30-1 1층 2층 3층 지하1층
36276169,메쉬커피,277,213,서울 성동구 서울숲길 43 1층
1710015927,아가젤라또 성수,230,133,서울 성동구 연무장길 41-19 지1층 B101호
1831566455,올더어글리쿠키&사부아페어,462,321,서울 성동구 성수이로12길 13 1층
1545903529,르셀,447,133,서울 성동구 상원10길 25
1560084717,어커,112,134,서울 성동구 광나루로4길 12 어커
1765973708,TEESSERT,143,159,"서울 성동구 아차산로 126 지상동 1층 105호(성수동2가, 더리 브 세종타워)"
1470307602,시나본 서울숲점,1599,150,서울 성동구 서울숲2길 32-14 갤러리아포레 1층
37077195,모리티아,554,475,서울 성동구 아차산로5길 10 1층 모리티아
1624530576,villa.1990,174,101,서울 성동구 둘레9길 17 2층
1087183871,아방베이커리 서울숲점,1612,308,서울 성동구 왕십리로 83-21 지하1층 B117호~120호
1709396208,모센즈스위트 성수점,364,268,서울 성동구 성수이로7길 1 1층
1161152347,밀카페 우프,180,173,서울 성동구 서울숲4길 16-19 2층
1944438246,청키드 성수점,546,173,서울 성동구 아차산로7길 24 1층 1-1호
1199055314,라에비뉴,404,319,서울 성동구 성수일로10길 33 1층 103호
1388756141,시즈니,368,164,서울 성동구 서울숲6길 14 거암아트빌라 2층 201호
1964635228,어퍼룸,358,261,서울 성동구 성수일로12길 21 1층
1060006624,티룸,889,299,대전 서구 둔산로31번길 28 금정빌딩 8층 윙스터디 대전둔산점
1568797034,앵무새루이스,118,121,서울 성동구 성덕정길 78 3층
1177180342,단과자,26,57,"서울 성동구 뚝섬로 430 (성수동2가, 2층)"
1815284943,동빙고 성수점,980,227,서울 성동구 서울숲4길 28 1층 동빙고
1753489603,웨이크앤베이크 성수,241,243,서울 성동구 서울숲2길 28-12 지하1층
1867897248,쏘쏘한 베이킹,366,55,"서울 성동구 연무장17길 14 제1층 제101호(성수동2가, 대군인더스타운)"
1397836032,굴림,377,55,서울 성동구 성수이로5길 1 1층 굴림
1906998225,업사이드커피 뚝섬점,494,55,서울 성동구 왕십리로14길 19-1 1층 업사이드커피
1381920053,까사다루아,179,88,서울 성동구 성덕정길 66 1층
1268717405,코타티 성수점,51,264,서울 성동구 상원4길 10
1215237779,Pauline CoffeeBar,292,228,서울 성동구 연무장3길 13 폴린커피바
1248841873,당도,265,208,충남 서산시 예천1로 28 유플라자 1층
34937369,보난자 베이커리,391,5,서울 성동구 왕십리로5길 9-2
270473240,스타벅스 성수역점,6957,5,서울 성동구 성수이로 94
38692829,하루앤원데이,2125,328,서울 성동구 아차산로 92 S타워 1층
1896147371,오색칠,130,321,서울 성동구 성수이로 77 1층
1370339688,309디저트카페,200,321,서울 성동구 성수이로7길 24 1층
1650180202,아쿠아산타 서울숲카페,314,296,서울 성동구 상원6길 5-1 4층
1765506183,비통레브 르알레스카,182,144,서울 성동구 연무장길 20-1
1678617330,엘레멘츠,223,136,서울 성동구 성수이로14길 15
1787967774,에이테이블 성수점,76,72,서울 성동구 아차산로13길 42 1층
36905757,코스모스상점,198,72,서울 성동구 성수이로7길 27 서울숲코오롱디지탈타워 1층
1150528971,201호,459,1001,서울 성동구 상원1길 35-14 2층
1618801648,37.5 시그니처 성수,1004,870,"서울 성동구 연무장길 41-19 1,2,3층 37.5 시그니처 성수"
1862026206,카페요아정,289,83,서울 성동구 서울숲4길 21 지하1층
1281821449,서울바나나,1143,183,서울 성동구 왕십리로5길 11 1층
1966636931,소소하게,27,12,서울 성동구 성덕정길 27 소소하게
1814734284,강별 성수,147,90,서울 성동구 뚝섬로9길 8 3층
1918028699,아이오쓰리 성수사거리점,795,137,서울 성동구 성수이로20길 60 1층
1644681219,플래드 카페,151,139,서울 성동구 서울숲2길 12-7 1층
1282311574,stdo,1545,237,서울 성동구 서울숲4길 12-8 1층
37302046,프라이데이무브먼트,299,241,서울 성동구 왕십리로14길 7 1층 프라이데이무브먼트
1505046001,camouflage coffee,385,241,서울 성동구 아차산로1길 9
1813154034,포도빵집,182,73,서울 성동구 서울숲7길 9-1 1층 포도빵집
1776483115,디데이크,52,11,서울 성동구 뚝섬로9길 16 3층 302호
33704135,피어커피,378,11,서울 성동구 광나루로4가길 24 1층 피어커피
1847066597,스윗바이브,213,105,서울 성동구 왕십리로4길 26-18 2F
1085084433,오버도즈도넛앤커피 성수,939,326,서울 성동구 왕십리로10길 19 1층
1532726506,인덱스카라멜,535,326,서울 성동구 성수이로14길 14 1층 index caramel
1623328599,아이오쓰리 에이스하이엔드점,954,153,서울 성동구 성수이로10길 14 103호 아이오쓰리
1610448119,샌드카베,172,151,서울 성동구 서울숲4길 22-18 1층 카페
1244479891,메종 파이프그라운드,1401,1437,"서울 성동구 왕십리로 83-21 지하1층 B124호, B125호"
1270448451,아이아이알,81,101,서울 성동구 성수일로 13
1418458318,카페 이페메라 LCDC SEOUL,434,254,서울 성동구 연무장17길 10 LCDC SEOUL A동 1층
1070814255,올데이휘낭시에 성수점,104,46,서울 성동구 성수이로16길 48 1층
1824541032,하우트제곱,108,129,서울 성동구 뚝섬로9길 3-1 1층
1082720957,에이피피피,196,68,서울 성동구 뚝섬로9길 10 1~3층
1407198399,밀키샵 성수점,203,182,서울 성동구 연무장길 17 1층
1111815018,크로플다일 본점,179,144,"서울 성동구 왕십리로 96-1 1층, 2층"
1943210266,앤드밀 성수점,1587,144,서울 성동구 연무장3길 5-1 3층
1078949657,올드너티 커피로스터스,175,140,서울 성동구 광나루로2길 23-1 1층
1563091642,복식커피,155,73,서울 성동구 성덕정3길 7-1 1층
1197323511,마야마야 북 & 라이프 카페,33,25,"서울 성동구 서울숲2길 24-7 1, 2층"
1936568550,글레이셔박,482,191,서울 성동구 서울숲2길 9
1279085531,RSG 성수,28,212,서울 성동구 연무장15길 11 C동 110호
1465772360,폴인레미유 성수점,776,541,서울 성동구 왕십리로14길 34-8
1743679102,투썸플레이스 서울숲역점,1578,541,"서울 성동구 왕십리로 58 101호, 201호"
1121816274,시슬러스,130,64,서울 성동구 왕십리로5길 19 1층 뒷쪽 주차장 제일 안쪽 주황색 테이블있는 곳
1271468163,백야드빌더성수,73,138,서울 성동구 광나루로 152
1103507675,히즈빈스 성수점,555,138,서울 성동구 왕십리로2길 20 1층 (성수동1가)
1184596405,빌로위 성수,115,136,서울 성동구 성수일로12길 15 1층
1076715606,래뮤,221,125,서울 성동구 연무장길 14 2층(성수동1가)
1850384974,투썸플레이스 성수skv타워점,1963,45,서울 성동구 연무장5가길 25
1983922131,그레인바운더리 성수점,339,145,서울 성동구 아차산로 66 1층
1000212289,피리어드,157,81,서울 성동구 서울숲2길 19-17 1층 피리어드
1184862139,메이플탑,1669,81,서울 성동구 성수이로14길 14 성수연방 A동 2층
1863706992,어페어커피,159,174,서울 성동구 성수이로6길 11 1층 어페어 커피
1530501406,소울레터커피컴퍼니,350,305,서울 성동구 상원12길 20-14 1층 소울레터커피
1404930910,로우커피스탠드 성수점,544,173,서울 성동구 연무장길 94 1층
1384891709,스타벅스 서울숲역점,5526,173,서울 성동구 왕십리로 50
1452864260,한나 성수점,25,19,서울 성동구 둘레7길 15 1층
34786556,푸르너스가든 서울숲,1107,19,서울 성동구 서울숲2길 46-9
1175554452,그리디힙히크,66,3,서울 성동구 아차산로1길 9 1층 그리디 힙히크
1967654360,카페 해피캠퍼,137,25,서울 성동구 왕십리로4길 10-15 1층
1673773985,데우스 카페 성수점,367,150,서울 성동구 연무장3길 21 1층 102호
1075944179,위키드와이프 페어링바 & 까페스토크,158,222,서울 성동구 성수일로 1 1층
1291534060,훌로훌로케이크,33,34,서울 성동구 성수이로6길 11 1층 훌로훌로케이크
1892371038,DYCAFE,79,119,서울 성동구 광나루로6길 7 1층
1428046376,브로벨커피,133,155,서울 성동구 뚝섬로 413 1층 브로벨커피
1266915975,퀸테트,100,117,서울 성동구 서울숲2길 12-8 1층
1605963127,에토프커피 성수,131,72,서울 성동구 왕십리로8길 8 2층
1413106151,에그마카슈 성수,154,72,서울 성동구 상원6나길 14 101호
1306390433,스탠드업플리즈바이턴온,241,375,서울 성동구 연무장3길 14 1층2호
1008108835,헤이숲,21,20,서울 성동구 성수이로7길 38 1층 101호
1725861030,스타벅스 뚝섬역점,6830,173,서울 성동구 아차산로 42
1982767346,와이덴 성수,201,76,서울 성동구 성수일로12길 34 1층 와이덴
1367477098,온에떼라,119,29,서울 성동구 성수일로 111 성수선명스퀘어 제104호
1688607352,하우스 오브 지알,1,32,서울 성동구 서울숲2길 20-1
1078138614,투데이즈이너프,216,107,서울 성동구 서울숲2길 44-13 지하1층
1576185695,리커버리커피바,101,107,서울 성동구 왕십리로16가길 10 1층
1542245379,바버앤젤라또,47,39,서울 성동구 왕십리로4가길 2-9 B1
1579197021,디 진테제 하이 카페,18,6,서울 성동구 왕십리로 115 10층 카페
1839704319,사운드프로바이더,22,3,서울 성동구 뚝섬로7길 6 2층
1578379657,릴레이션 카페,148,154,서울 성동구 상원6길 2 1층 RELATION 릴레이션커피
1019405388,로우포레스트,177,180,서울 성동구 서울숲길 38 1층
1361054053,씨에이크,31,24,서울 성동구 왕십리로14길 24 1층
1248117249,블루너리,129,493,서울 성동구 성덕정3길 8 1층 103호(성수동1가)bluenery
1055143125,누아흐,423,168,서울 성동구 성수일로11길 15 뚝섬리버빌1층 카페누아흐
1460780062,메종드마가레뜨,399,371,서울 성동구 연무장3길 14
1711774601,쿠키도우즈,138,30,서울 성동구 왕십리로14길 25 1층
1677244964,리글림 카페 성수점,151,73,서울 성동구 서울숲2길 8-7 B1
1250235967,기댈빙,97,69,서울 성동구 성덕정길 47 1층 102호
1461908908,탐앤탐스 성수1호점,926,26,서울 성동구 성수이로 51 1층
1183278977,보스코 에스프레소 바,418,262,서울 성동구 상원1길 13
1182192310,웜히어,88,81,서울 성동구 상원6가길 3 1층
1320654683,마르코웤스,216,81,서울 성동구 아차산로11길 26
