카페ID,카페이름,방문자리뷰,블로그리뷰,주소
1348768821.0,어글리베이커리,9223,3142,서울 마포구 월드컵로13길 73 1층 어글리 베이커리
1416238798.0,더바이글,158,38,서울 마포구 포은로 117 1층 103호
1988455172.0,소설원 망원,1295,2873,서울 마포구 월드컵로13길 22-3
941188692.0,투떰즈업,1161,944,서울 마포구 월드컵로19길 71
1256673550.0,슈크렌느,107,39,서울 마포구 월드컵로11길 80 1층
1367299797.0,베이크 샵 하벳,21,23,서울 마포구 월드컵로17길 64 1층
1672249532.0,비전스트롤 망원점,270,314,서울 마포구 망원로 61 1층
1941199046.0,구황작물,187,277,서울 마포구 동교로 27-8 1층
1759690653.0,브릭베이글,637,444,서울 마포구 동교로 43-1
1670713183.0,해브어,316,205,서울 마포구 월드컵로17길 38 2층
1167345645.0,아브르드팡,246,44,서울 마포구 월드컵로21길 14 1층
1916722465.0,올웨이즈어거스트로스터스,261,670,서울 마포구 망원로6길 19 1층 일부
1642598415.0,딜리커피 망원,106,48,서울 마포구 포은로 92 1층
1087879784.0,후와후와,26,21,서울 마포구 월드컵로13길 79 . 1층 102호
1837601021.0,밀로밀,798,290,서울 마포구 희우정로10길 9 1층
1407848569.0,티노마드,4791,290,서울 마포구 포은로 112 2층
1548894301.0,베이코닉 브런치바,83,55,서울 마포구 월드컵로17길 50 1층
33152234.0,커피가게동경,1307,55,서울 마포구 망원로6길 21 지층
1000020305.0,크림데이 글루텐프리 케이크샵,1148,140,서울 마포구 월드컵로21길 39
1813667950.0,포트레이트커피바,453,454,서울 마포구 포은로8길 32 1층
1727492792.0,레스피레,785,765,"서울 마포구 월드컵로13길 55-24 지1, 1층"
1618890289.0,망원 지튼,422,765,서울 마포구 망원로 73 2층 ZTTN
1923036804.0,커넥츠커피 망원,1002,314,서울 마포구 월드컵로11길 8 105호 커넥츠커피 망원점
1876359522.0,모을,41,5,서울 마포구 월드컵로19길 71 3층
1536816099.0,이이알티 망원,814,5,"서울 마포구 포은로 105-1 1층, 2층"
1450830938.0,라바즈,256,212,서울 마포구 월드컵로13길 19-23 2층 왼쪽 202호
1754355439.0,콘웰,381,435,서울 마포구 월드컵로15길 40 2층 콘웰커피
1058857466.0,두두리두팡,269,262,서울 마포구 월드컵로23길 19 1층 두두리두팡
37654332.0,딥블루레이크,1275,262,서울 마포구 포은로6길 11
1412734296.0,보통공원,309,331,서울 마포구 망원로 79 3층
37659034.0,광합성카페,1597,331,서울 마포구 월드컵로19길 8
1028057366.0,모아새,336,492,서울 마포구 포은로 71 1층 가운데 매장
1484279080.0,이스트우드 망원점,487,432,서울 마포구 동교로9길 56 2층
1243135733.0,락떼스피릿,1253,432,서울 마포구 희우정로20길 65
1580287003.0,필리커피,50,55,"서울 마포구 월드컵로25길 26 101동 1-021, 022호"
1234832125.0,구스커피앤바,131,208,서울 마포구 월드컵로17길 56 1층
1837274244.0,미완성식탁,665,208,서울 마포구 망원로6길 37 1층 미완성식탁
1746012756.0,프레쎄,544,303,서울 마포구 동교로 69
41256488.0,블랑제리코팡,2210,516,서울 마포구 희우정로 115
1353180628.0,카페뎀셀브즈 망원동 소아과점,548,516,"서울 마포구 포은로 93 1층, 2층"
1213764678.0,흐쎄트,391,516,서울 마포구 월드컵로23길 20 2층 202호
1746391981.0,루아르 망원,787,338,서울 마포구 월드컵로11길 7
37837603.0,도쿄빙수 망원본점,1325,338,서울 마포구 포은로8길 9 1층
1237365247.0,HHSS HOUSE,39,57,서울 마포구 월드컵로 113 3층 303호
1272551533.0,단고당,520,303,서울 마포구 망원로10길 3 1층/2층
1513540731.0,바이어리셔,257,178,서울 마포구 망원로1길 22 망원 한강공원에서 도보 5분 거리에 있습니다.
38015307.0,키오스크,219,562,서울 마포구 월드컵로19길 74
1369333799.0,푸쉬오프 커피앤바,132,96,서울 마포구 포은로8길 28-6 지1층
36883540.0,엣모스피어,670,96,서울 마포구 망원로 54-1 1층카페
1219761996.0,로우머,381,96,서울 마포구 월드컵로13길 55-26
1675098813.0,온리디스베이커리,100,27,서울 마포구 희우정로20길 70 102호
1380774665.0,프렌치 망원,155,101,서울 마포구 포은로 131 쁘띠보네르 1층 101호
1876676836.0,마떼아,353,232,서울 마포구 월드컵로19길 36 2층
1367658278.0,파사도 망원,342,93,서울 마포구 포은로6길 9 파사도 망원
1886899395.0,비고미,180,314,서울 마포구 망원로8길 63 101호
1856313483.0,웅파이 망원점,713,246,서울 마포구 망원로2길 62 1층 2호
1544764300.0,키토빵앗간,303,54,서울 마포구 월드컵로19길 36 1층
1786846402.0,콜트 커피바,116,50,서울 마포구 동교로 33-3 지하1층
1982193045.0,망원동티라미수 본점,2534,50,서울 마포구 포은로 87
