id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
1503564190,동물,18,강아지,포겟미낫스위츠,80,35,서울 용산구 한남대로40길 22 지1층
1931677626,동물,9,고양이,히어로도넛 한남점,70,34,서울 용산구 우사단로10길 81 1층 히어로도넛
1864037749,동물,6,고양이,페이퍼블랑&카페,64,11,서울 용산구 한남대로28길 18 1층 PAPER BLANC & CAFE
18183485,동물,7,강아지,다니엘커피숍,0,0,서울 용산구 대사관로34다길 21
