,menu_1,menu_2,menu_3,menu_4,menu_5,feature_1,feature_2,feature_3,feature_4,feature_5,short_top1,short_top2,short_top3,short_top4,short_top5
이디야커피 IBK고객센터점,커피18,라떼14,은행3,샌드위치3,쥬스2,만족도74,맛53,서비스20,분위기4,청결도3,커피가 맛있어요,친절해요,매장이 청결해요,가성비가 좋아요,음료가 맛있어요
97PAGE,,,,,,,,,,,,,,,
실로,라떼5,바닐라라떼4,딸기라떼2,아메리카노1,에이드1,만족도9,맛9,분위기5,메뉴4,서비스3,친절해요,매장이 청결해요,커피가 맛있어요,음료가 맛있어요,대화하기 좋아요
아메리칸트레일러 몽르베,얼그레이1,밀크티1,얼그레이밀크티1,커피1,,얼그레이1,밀크티1,얼그레이밀크티1,커피1,맛3,음료가 맛있어요,재료가 신선해요,가성비가 좋아요,특별한 메뉴가 있어요,디저트가 맛있어요
온더램프,커피6,라떼3,딸기라떼2,수박주스2,쿠키2,커피6,라떼3,딸기라떼2,수박주스2,쿠키2,커피가 맛있어요,음료가 맛있어요,친절해요,디저트가 맛있어요,특별한 메뉴가 있어요
매머드익스프레스 한남순천향병원점,,,,,,커피2,맛2,만족도1,서비스1,,커피가 맛있어요,가성비가 좋아요,친절해요,음료가 맛있어요,매장이 청결해요
쌀람베이커리,,,,,,만족도4,맛3,바게트2,가격2,서비스1,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,가성비가 좋아요,커피가 맛있어요
카페 yy,커피2,샌드위치1,햄샌드위치1,,,커피2,샌드위치1,햄샌드위치1,만족도3,분위기2,,,,,
컴포즈커피 한남순천향점,커피8,라떼2,아메리카노2,프라페1,초코라떼1,만족도34,맛20,서비스12,음식량2,대기시간2,커피가 맛있어요,가성비가 좋아요,친절해요,음료가 맛있어요,매장이 청결해요
케익갤러리,커피9,샌드위치7,케이크3,에이드2,한라봉에이드2,만족도44,맛42,가격7,서비스6,분위기3,디저트가 맛있어요,커피가 맛있어요,친절해요,음료가 맛있어요,매장이 청결해요
요벨커피,쥬스6,커피4,생과일쥬스3,딸기쥬스2,수박주스1,만족도30,맛16,가격3,서비스3,메뉴1,커피가 맛있어요,가성비가 좋아요,친절해요,음료가 맛있어요,매장이 청결해요
더카페 한남점,커피18,라떼7,아메리카노3,쿠키1,버블티1,맛38,만족도36,서비스13,가격7,메뉴1,커피가 맛있어요,가성비가 좋아요,음료가 맛있어요,친절해요,특별한 메뉴가 있어요
오늘은 열었을거야,,,,,,만족도3,라떼1,바닐라라떼1,메뉴1,맛1,,,,,
컵스 바이 웰페리온,,,,,,,,,,,,,,,
써니브레드,커피8,케이크2,쿠키2,아이스크림2,컵케이크1,맛17,만족도12,서비스5,분위기3,청결도1,친절해요,디저트가 맛있어요,커피가 맛있어요,매장이 청결해요,특별한 메뉴가 있어요
cafe12pm,,,,,,맛11,커피5,만족도3,위치2,서비스1,커피가 맛있어요,음료가 맛있어요,친절해요,가성비가 좋아요,디저트가 맛있어요
차차이테,,,,,,,,,,,,,,,
레빗홀,,,,,,만족도2,,,,,,,,,
레알빈,,,,,,커피1,만족도1,,,,,,,,
아르시오네,,,,,,만족도3,커피1,,,,,,,,
TREATS,수플레38,커피28,케이크20,팬케이크18,샌드위치10,맛124,만족도87,분위기19,서비스17,메뉴7,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,재료가 신선해요,매장이 청결해요
더룸,,,,,,,,,,,,,,,
알어바웃트,,,,,,,,,,,,,,,
키투오 커피 한남점,커피9,통닭3,아메리카노2,요거트1,아이스티1,맛23,만족도21,서비스4,분위기2,전망1,커피가 맛있어요,음료가 맛있어요,친절해요,매장이 청결해요,대화하기 좋아요
카페마마스 한남나인원점,샐러드11,파니니10,치즈5,쥬스5,샌드위치4,맛40,만족도36,서비스5,음식량3,목적1,음식이 맛있어요,재료가 신선해요,특별한 메뉴가 있어요,친절해요,매장이 넓어요
학산 한남지점,커피68,라떼5,치즈4,드립커피3,카푸치노3,맛77,만족도75,분위기18,서비스7,전망3,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,음료가 맛있어요,대화하기 좋아요
라인드한남 브런치,,,,,,,,,,,,,,,
사계,하이볼43,스테이크15,위스키15,부채살스테이크10,부채살10,맛76,만족도75,분위기47,서비스24,메뉴11,술이 다양해요,인테리어가 멋져요,음식이 맛있어요,친절해요,대화하기 좋아요
철그릴앤백미당 한남점,,,,,,,,,,,,,,,
이스탄불딜라이트 2호점,케밥2,치즈1,치킨1,,,케밥2,치즈1,치킨1,맛3,서비스1,특별한 메뉴가 있어요,빵이 맛있어요,커피가 맛있어요,친절해요,좌석이 편해요
어썸라운지이태원점,,,,,,만족도1,서비스1,,,,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,인테리어가 멋져요,친절해요
투어디테이블,,,,,,,,,,,친절해요,음료가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,디저트가 맛있어요
아파시아나또,,,,,,만족도2,서비스1,,,,,,,,
포피힐스,치즈4,케이크4,치즈케이크4,바스크치즈케이크2,쿠키2,맛4,만족도3,서비스2,목적1,위치1,,,,,
도로시포트,,,,,,,,,,,,,,,
따우전드 신사점,커피9,얼그레이4,라떼2,타르트1,케이크1,맛28,만족도28,서비스12,분위기12,메뉴3,디저트가 맛있어요,인테리어가 멋져요,커피가 맛있어요,특별한 메뉴가 있어요,친절해요
로알드앤달,케이크122,치즈112,커피105,치즈케이크98,아이스크림29,맛266,만족도195,분위기137,서비스73,메뉴10,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,친절해요,아늑해요
에그쉘 용산본점,커피15,샌드위치11,베이글6,타르트4,라떼4,맛41,만족도39,분위기16,서비스14,메뉴5,친절해요,인테리어가 멋져요,커피가 맛있어요,빵이 맛있어요,매장이 청결해요
키에리,케이크548,치즈200,치즈케이크141,커피113,얼그레이37,맛809,만족도590,서비스200,가격100,분위기79,디저트가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,친절해요,음료가 맛있어요
에뚜왈 가로수길점,마들렌367,휘낭시에61,레몬마들렌39,구움과자35,홍차18,맛565,만족도269,서비스73,목적28,대기시간25,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,인테리어가 멋져요
더베이커스테이블,샌드위치38,커피33,소세지16,파니니14,맥주12,맛592,만족도381,서비스99,분위기44,청결도33,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,가성비가 좋아요
태극당,아이스크림511,커피297,사라다빵192,단팥빵115,슈크림빵111,"맛3,151","만족도2,098",가격253,서비스165,분위기136,빵이 맛있어요,특별한 메뉴가 있어요,매장이 청결해요,친절해요,인테리어가 멋져요
서울신라호텔 패스트리부티크,케이크68,다쿠아즈45,녹차17,초콜릿8,생크림케이크6,맛167,만족도106,목적18,서비스17,가격13,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,인테리어가 멋져요
SADDLER HAUS,크로플531,와플252,바질192,치즈132,크림치즈63,"맛1,361",만족도612,서비스165,대기시간79,가격46,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요,커피가 맛있어요
"케르반 카페, 디저트&브런치",홍차36,커피20,아이스크림9,쿠키8,푸딩5,맛170,만족도103,서비스43,분위기21,메뉴12,특별한 메뉴가 있어요,빵이 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요
쇼토,케이크146,딸기케이크25,과일23,커피19,얼그레이13,맛262,만족도121,가격24,서비스21,분위기15,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,음료가 맛있어요
카페타자기,커피21,크로플5,카스테라2,흑임자2,에이드2,만족도88,맛43,분위기34,전망19,서비스5,뷰가 좋아요,커피가 맛있어요,인테리어가 멋져요,사진이 잘 나와요,음료가 맛있어요
마일스톤 커피,커피479,라떼161,비엔나커피85,티라미수80,플랫화이트42,맛729,만족도376,서비스212,분위기80,메뉴32,커피가 맛있어요,친절해요,디저트가 맛있어요,음료가 맛있어요,인테리어가 멋져요
리사르커피,에스프레소95,커피95,콘파냐9,아포가토8,티라미수3,맛159,만족도118,서비스15,가격10,위치7,커피가 맛있어요,가성비가 좋아요,특별한 메뉴가 있어요,친절해요,음료가 맛있어요
케이코스랜드,커피29,밀크티25,크로플17,스무디8,아이스크림8,만족도100,맛94,분위기51,메뉴32,서비스18,커피가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요,디저트가 맛있어요,인테리어가 멋져요
쿠라우니,브라우니301,스콘249,케이크143,홍차89,커피80,맛704,만족도412,분위기140,메뉴74,서비스66,빵이 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,커피가 맛있어요,친절해요
서울바나나커피 마곡나루점,커피52,핫도그20,토스트17,쉐이크11,푸딩6,맛99,만족도74,서비스23,메뉴13,분위기9,커피가 맛있어요,음료가 맛있어요,친절해요,가성비가 좋아요,매장이 청결해요
비스테까 신세계백화점 본점,,,,,,맛7,티라미수4,만족도3,서비스3,목적1,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,좌석이 편해요
누데이크 신사,크로와상17,명란10,커피9,오니기리7,바질6,만족도72,맛66,분위기20,서비스20,대기시간13,디저트가 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,커피가 맛있어요,사진이 잘 나와요
듀자미,케이크375,커피146,딸기케이크60,타르트40,밀푀유39,맛790,만족도387,가격75,서비스66,분위기48,디저트가 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,음료가 맛있어요,대화하기 좋아요
플랜트,샐러드70,두부23,케이크17,스무디11,고기9,맛319,만족도199,음식량68,서비스30,분위기26,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요,디저트가 맛있어요,대화하기 좋아요
쉘터 해방,커피51,쿠키15,라떼15,소금커피13,에이드4,맛73,만족도73,전망29,서비스25,분위기10,뷰가 좋아요,커피가 맛있어요,사진이 잘 나와요,친절해요,인테리어가 멋져요
플라워베이커리 가로수길점,커피86,케이크38,앙버터38,바게트21,치아바타16,맛405,만족도295,분위기54,서비스36,메뉴34,빵이 맛있어요,커피가 맛있어요,인테리어가 멋져요,대화하기 좋아요,친절해요
나따오비까 신사점,타르트201,에그타르트122,커피41,치즈16,크림치즈14,맛257,만족도142,서비스38,분위기21,목적20,디저트가 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요
오잇,크로플125,커피79,아이스크림23,라떼15,피클14,맛206,만족도165,전망40,서비스32,분위기32,커피가 맛있어요,디저트가 맛있어요,뷰가 좋아요,인테리어가 멋져요,사진이 잘 나와요
레인리포트,커피56,라떼15,케이크11,흑임자10,휘낭시에10,만족도116,맛88,분위기37,서비스22,가격12,인테리어가 멋져요,커피가 맛있어요,사진이 잘 나와요,디저트가 맛있어요,뷰가 좋아요
코끼리베이글,"베이글1,709",치즈371,샌드위치291,크림치즈258,라떼219,"맛2,100","만족도1,023",서비스298,대기시간233,가격71,빵이 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,친절해요,음료가 맛있어요
삐아프,초콜릿41,마카롱31,수제초콜릿3,와인3,라떼2,맛108,만족도74,목적56,서비스21,가격5,디저트가 맛있어요,특별한 메뉴가 있어요,선물하기 좋아요,친절해요,매장이 청결해요
크림라벨 신사점,케이크107,딸기케이크21,과일11,우유8,커피8,맛158,만족도94,서비스30,목적25,예약7,디저트가 맛있어요,친절해요,선물하기 좋아요,매장이 청결해요,특별한 메뉴가 있어요
퀸즈베리도넛하우스,도넛255,커피75,라떼15,약과12,우유11,맛276,만족도155,서비스29,분위기17,메뉴17,디저트가 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,친절해요
프론트서울,커피48,푸딩23,바나나푸딩19,라떼14,케이크14,만족도131,맛115,분위기68,서비스24,메뉴10,인테리어가 멋져요,커피가 맛있어요,사진이 잘 나와요,음료가 맛있어요,디저트가 맛있어요
르몽블랑,케이크81,커피49,에끌레어16,얼그레이14,몽블랑13,맛214,만족도182,분위기33,가격24,서비스20,디저트가 맛있어요,특별한 메뉴가 있어요,뷰가 좋아요,커피가 맛있어요,인테리어가 멋져요
알페도,커피119,쿠키92,아이스크림29,우유28,치즈21,맛700,만족도393,서비스152,메뉴49,가격34,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,음료가 맛있어요
마이페이보릿쿠키테리아,쿠키49,커피11,케이크10,치즈6,크림치즈3,맛61,만족도42,분위기16,서비스14,메뉴7,디저트가 맛있어요,인테리어가 멋져요,커피가 맛있어요,친절해요,특별한 메뉴가 있어요
펄시커피,커피144,스콘31,라떼17,애플시나몬8,아인슈페너6,맛157,만족도129,분위기51,서비스29,메뉴13,커피가 맛있어요,인테리어가 멋져요,친절해요,디저트가 맛있어요,음료가 맛있어요
LOWIDE 압구정,커피43,소금빵31,치즈10,옥수수7,우유7,맛100,만족도80,메뉴15,분위기14,서비스11,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요,친절해요
스타벅스 서울웨이브아트센터점,커피91,라떼14,아메리카노10,샌드위치5,케이크5,만족도746,맛176,전망121,서비스76,분위기66,뷰가 좋아요,커피가 맛있어요,음료가 맛있어요,디저트가 맛있어요,친절해요
이치서울,아이스크림139,라떼87,케이크59,커피54,아이스크림라떼37,맛273,만족도192,분위기57,서비스31,메뉴28,디저트가 맛있어요,특별한 메뉴가 있어요,음료가 맛있어요,커피가 맛있어요,인테리어가 멋져요
쁠로13,크로와상70,샌드위치32,커피16,소금빵13,까눌레12,맛269,만족도144,서비스31,가격15,목적5,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,가성비가 좋아요
테이프,케이크108,커피20,라떼9,초코케이크8,치즈8,만족도126,맛126,분위기22,서비스13,가격11,디저트가 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,음료가 맛있어요,인테리어가 멋져요
크림커넥션,커피31,라떼16,녹차13,크로플12,아인슈페너8,맛94,만족도73,서비스30,분위기22,메뉴4,커피가 맛있어요,음료가 맛있어요,친절해요,디저트가 맛있어요,특별한 메뉴가 있어요
비파티세리,커피162,스콘38,쿠키29,샌드위치23,라떼17,맛677,만족도358,서비스66,분위기46,메뉴42,빵이 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요
외계인방앗간 본점,쌀빵35,샌드위치19,소금빵9,바게트9,바질9,맛173,만족도97,서비스21,메뉴10,음식량6,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,매장이 청결해요
커피그래,커피404,쿠키154,푸딩103,라떼88,크로플56,맛623,만족도330,분위기85,서비스73,메뉴40,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,친절해요,인테리어가 멋져요
챔프커피 제2작업실,커피210,쿠키55,라떼41,플랫화이트18,초코쿠키10,맛219,만족도106,서비스31,분위기12,음식량4,커피가 맛있어요,음료가 맛있어요,친절해요,디저트가 맛있어요,특별한 메뉴가 있어요
빵굼터 약수동점,식빵35,슈크림빵34,밤식빵32,크림빵21,단팥빵13,맛240,만족도146,서비스33,가격18,음식량11,빵이 맛있어요,가성비가 좋아요,친절해요,특별한 메뉴가 있어요,매장이 청결해요
토스티데이즈,토스트57,커피34,프렌치토스트31,아이스크림17,라떼8,맛101,만족도83,서비스55,분위기29,메뉴4,디저트가 맛있어요,친절해요,커피가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요
카페 와일드덕,커피4,샌드위치2,초코케이크1,케이크1,오믈렛1,만족도11,맛5,서비스3,분위기3,대기시간1,인테리어가 멋져요,커피가 맛있어요,사진이 잘 나와요,디저트가 맛있어요,특별한 메뉴가 있어요
테일러커피 신사점,커피242,크림모카34,아인슈페너26,라떼21,드립커피13,맛306,만족도179,서비스99,분위기58,메뉴21,커피가 맛있어요,친절해요,음료가 맛있어요,인테리어가 멋져요,디저트가 맛있어요
오띠젤리,커피31,샌드위치26,치즈8,양송이수프7,리코타치즈4,맛121,만족도79,서비스17,분위기17,가격6,빵이 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,인테리어가 멋져요,친절해요
파치노 에스프레소 바,에스프레소63,커피53,치즈6,카푸치노6,치즈케이크5,맛125,만족도81,분위기38,서비스22,메뉴11,커피가 맛있어요,인테리어가 멋져요,친절해요,사진이 잘 나와요,디저트가 맛있어요
샌드커피 논탄토 신사,커피221,라떼29,치즈18,크림라떼12,케이크11,맛263,만족도165,서비스56,분위기37,대기시간10,커피가 맛있어요,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,음료가 맛있어요
르 카페 시즌,라떼7,크로플7,커피5,와플3,아인슈페너2,만족도38,맛32,서비스16,분위기12,메뉴2,커피가 맛있어요,인테리어가 멋져요,음료가 맛있어요,친절해요,매장이 청결해요
올드페리도넛 가로수길점,도넛371,크림브륄레57,우유52,커피48,아메리카노14,맛530,만족도279,서비스55,분위기24,가격19,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요,매장이 청결해요
아우어베이커리 가로수길점,커피113,빨미까레107,까눌레33,앙버터31,인절미17,맛595,만족도352,메뉴42,서비스42,분위기35,빵이 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,음료가 맛있어요
빵어니스타 이태원점,쿠키94,타르트81,빙수72,커피15,티라미수15,맛235,만족도160,가격27,서비스16,메뉴12,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,인테리어가 멋져요
미니마이즈,케이크82,흑임자36,아이스크림36,아포가토26,치즈23,맛244,만족도140,가격18,서비스13,분위기10,디저트가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,매장이 청결해요,음료가 맛있어요
콘웨이커피,커피268,케이크94,소금빵67,치즈44,라떼38,맛398,만족도274,서비스146,분위기65,메뉴34,디저트가 맛있어요,커피가 맛있어요,친절해요,매장이 청결해요,음료가 맛있어요
C27 가로수길점,케이크223,치즈172,치즈케이크119,커피100,라떼20,맛393,만족도341,분위기99,서비스50,가격47,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,대화하기 좋아요,음료가 맛있어요
유키모찌 신사점,모찌3,인절미3,아이스크림2,찹쌀떡1,녹차1,맛9,만족도5,메뉴1,분위기1,서비스1,디저트가 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,친절해요,매장이 청결해요
널담은공간 해방촌점,라떼9,커피7,크로플3,흑임자2,에이드2,만족도63,맛40,분위기14,서비스12,전망7,친절해요,음료가 맛있어요,뷰가 좋아요,디저트가 맛있어요,특별한 메뉴가 있어요
맥파이앤타이거 신사티룸,다식30,양갱17,맥주14,아포가토13,밀크티12,만족도669,맛324,분위기264,서비스229,목적65,차가 맛있어요,친절해요,인테리어가 멋져요,매장이 청결해요,특별한 메뉴가 있어요
라비앙코코,크로플10,초콜릿10,커피5,핫초코4,아인슈페너4,맛39,만족도16,메뉴4,분위기3,음식량1,음료가 맛있어요,디저트가 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,친절해요
청수당갤러리,커피154,수플레113,케이크61,우유38,드립커피26,만족도445,맛374,분위기214,서비스61,가격49,인테리어가 멋져요,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요
카페구할구 남산,커피48,크로플11,에이드7,라떼7,샌드위치6,만족도105,맛99,분위기31,서비스14,전망14,커피가 맛있어요,뷰가 좋아요,음료가 맛있어요,친절해요,인테리어가 멋져요
히트커피 로스터스 신사,커피16,푸딩8,라떼4,크림라떼1,코코넛라떼1,맛19,만족도10,서비스6,분위기4,메뉴2,커피가 맛있어요,친절해요,인테리어가 멋져요,디저트가 맛있어요,대화하기 좋아요
팬케이크샵 가로수길점,케이크207,팬케이크195,커피75,아이스크림37,애플시나몬15,맛287,만족도179,서비스110,분위기58,메뉴8,디저트가 맛있어요,친절해요,커피가 맛있어요,인테리어가 멋져요,매장이 청결해요
로컬빌라베이글,베이글140,커피27,치즈25,샌드위치22,크림치즈20,맛163,만족도69,서비스21,가격10,분위기10,디저트가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,친절해요,매장이 청결해요
약수터,커피8,라떼4,휘낭시에3,츄러스2,아인슈페너2,만족도26,분위기21,맛19,서비스2,가격1,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,대화하기 좋아요,사진이 잘 나와요
소나,커피6,크림브륄레4,케이크4,아메리카노3,아이스크림2,만족도81,맛70,서비스14,분위기12,가격9,디저트가 맛있어요,특별한 메뉴가 있어요,음료가 맛있어요,커피가 맛있어요,친절해요
오버트,커피77,라떼29,아메리카노17,크림라떼15,카푸치노11,맛151,만족도108,서비스31,분위기26,가격13,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,친절해요,인테리어가 멋져요
빵어니스타 압구정점,비스코티33,쿠키31,두부23,케이크21,브라우니19,만족도169,맛160,서비스29,가격13,메뉴6,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,음료가 맛있어요
파치노 에스프레소 바 Ver.2,치즈38,치즈케이크27,커피24,케이크23,에스프레소8,맛68,만족도34,분위기19,서비스5,가격1,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,사진이 잘 나와요,특별한 메뉴가 있어요
하우스 커피 앤 디저트,커피97,빙수10,소금빵10,라떼9,타르트5,만족도181,맛148,분위기67,전망14,서비스14,커피가 맛있어요,뷰가 좋아요,디저트가 맛있어요,인테리어가 멋져요,음료가 맛있어요
홍만당 가로수길점,모찌60,딸기모찌28,과일17,찹쌀떡12,과일모찌8,맛280,만족도124,서비스50,예약29,목적20,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,음료가 맛있어요
팬케이크샵,케이크65,팬케이크59,커피21,아이스크림10,아메리카노5,맛110,만족도77,분위기27,서비스14,메뉴7,디저트가 맛있어요,인테리어가 멋져요,커피가 맛있어요,친절해요,뷰가 좋아요
헤베커피,커피257,크로플27,라떼24,케이크15,치즈15,맛294,만족도193,서비스69,분위기44,메뉴8,커피가 맛있어요,친절해요,디저트가 맛있어요,매장이 청결해요,음료가 맛있어요
마커마크,커피17,라떼11,과일11,바질5,에이드5,맛51,만족도48,서비스38,분위기18,목적1,디저트가 맛있어요,친절해요,커피가 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요
도나르,샌드위치45,와인27,파니니18,연어9,포카치아9,맛138,만족도94,서비스29,분위기27,메뉴15,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요,대화하기 좋아요
하이디하우스 본점,커피43,케이크20,드립커피14,푸딩9,스콘6,맛72,만족도46,서비스14,메뉴5,위치2,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,친절해요,특별한 메뉴가 있어요
업스탠딩,커피71,라떼16,쿠키10,플랫화이트8,롱블랙5,맛73,만족도67,서비스50,분위기22,목적2,커피가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요,사진이 잘 나와요
소서원,커피36,케이크16,휘낭시에11,라떼10,아인슈페너10,맛80,만족도73,분위기30,서비스13,가격3,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,음료가 맛있어요,사진이 잘 나와요
식물학,커피60,라떼17,크로플15,브라우니11,아메리카노6,만족도132,맛111,분위기47,서비스17,메뉴8,커피가 맛있어요,인테리어가 멋져요,매장이 청결해요,음료가 맛있어요,대화하기 좋아요
랜디스도넛 가로수길점,도넛788,커피57,녹차17,아메리카노15,케이크13,"맛1,198",만족도623,서비스143,메뉴60,대기시간35,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,커피가 맛있어요
당옥,빙수103,케이크32,모찌26,커피25,치즈25,맛196,만족도128,서비스31,가격20,분위기12,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,음료가 맛있어요
님부스커피,커피40,케이크5,아인슈페너4,초코라떼2,티라미수2,맛52,만족도45,서비스28,분위기21,메뉴5,커피가 맛있어요,친절해요,음료가 맛있어요,인테리어가 멋져요,대화하기 좋아요
로너,커피20,라떼8,케이크4,샌드위치3,카페라떼2,맛27,만족도24,분위기8,서비스6,메뉴4,인테리어가 멋져요,커피가 맛있어요,디저트가 맛있어요,매장이 청결해요,음료가 맛있어요
웨스트빙고,커피41,타르트20,에그타르트19,라떼11,아이스크림9,맛94,만족도78,분위기26,서비스18,메뉴9,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,친절해요,인테리어가 멋져요
경성미술관,크로플57,커피34,아메리카노3,라떼2,바닐라라떼2,만족도373,서비스361,분위기88,맛74,목적41,친절해요,인테리어가 멋져요,사진이 잘 나와요,집중하기 좋아요,매장이 청결해요
아가젤라또,젤라또61,아이스크림23,미숫가루9,바질7,과일4,맛133,만족도64,서비스35,분위기9,메뉴3,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,인테리어가 멋져요
르시앙블랑,바게트19,커피19,크로와상12,식빵7,치즈7,맛70,만족도45,서비스12,가격6,분위기5,빵이 맛있어요,커피가 맛있어요,가성비가 좋아요,친절해요,특별한 메뉴가 있어요
코타티 해방촌,젤라또57,바질19,아이스크림17,커피7,요거트5,맛175,만족도89,서비스26,분위기7,메뉴6,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,인테리어가 멋져요
우나하우스 현대백화점 압구정본점,,,,,,케이크2,만족도2,얼그레이1,맛1,,,,,,
빽다방 신사사거리점,커피108,치아바타58,소라48,라떼35,소금빵28,만족도619,맛553,가격97,서비스96,메뉴33,가성비가 좋아요,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요
비욘드문,커피28,토스트20,라떼7,흑임자4,아메리카노4,맛66,만족도57,분위기30,서비스18,메뉴5,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요
코지빌라커피,커피45,쿠키15,케이크12,라떼6,밀크티4,맛67,만족도55,분위기25,서비스12,메뉴6,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,대화하기 좋아요,친절해요
