id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
1030067652,커피,994,라떼,마일스톤 커피 한남점,1316,1150,서울 용산구 한남대로27가길 26 1층
36648938,커피,6,에스프레소,mtl 한남,753,1042,서울 용산구 이태원로49길 24 1층 mtl
1938586291,커피,378,라떼,블루보틀 한남 카페,2286,955,서울 용산구 한남대로 91 지하1층
1477226533,커피,58,원두,테라로사 한남점,1129,396,서울 용산구 이태원로36길 15 카프리 빌딩
1376771078,커피,59,원두,에이프릴커피,82,88,서울 용산구 이태원로54길 19
35516315,커피,30,라떼,챔프커피 제1작업실,343,196,서울 용산구 우사단로10길 121
1238423329,커피,156,에스프레소,피어커피 바,82,70,서울 용산구 한남대로10길 36 1층
1604303401,커피,60,원두,데드비트클럽,184,45,서울 용산구 한남대로42길 12
36434852,커피,6,에스프레소,커피빈 이태원제일기획옆점,774,27,서울 용산구 이태원로 220
35581489,커피,23,라떼,온더램프,172,6,서울 용산구 대사관로19길 7 103호
1346458531,커피,37,라떼,더카페 한남점,300,3,서울 용산구 대사관로 69
1635364831,커피,1,원두,컵스 바이 웰페리온,5,5,서울 용산구 서빙고로 413 지하1층 웰페리온
689929472,커피,25,라떼,크림커넥션,241,449,서울 용산구 녹사평대로46길 29 크림커넥션
