id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
11571524,이색,11,칵테일,올댓재즈,297,1150,서울 용산구 이태원로 216 2층
1807223044,이색,482,칵테일,재인,529,434,서울 용산구 이태원로54길 48 2층
1174718905,이색,793,북,북파크라운지,299,358,서울 용산구 이태원로 294 블루스퀘어 3층 북파크라운지
1131965286,이색,9,메이드,노티드 한남PVCS,8,3,서울 용산구 이태원로 210 1층
1242008956,이색,43,전시,오설록티하우스 한남점,345,196,서울 용산구 이태원로 267 페이스갤러리 1층
1702355294,이색,255,칵테일,라운지 한남,338,30,서울 용산구 독서당로 39 신성미소시티 1층 102호
1083291951,이색,37,전시,브라운즈,119,204,서울 용산구 한남대로28가길 23
1823105646,이색,58,이색,목단가옥,81,76,서울 용산구 이태원로54길 58-4 1층 지하1층
960061966,이색,13,북,카페필로스,2324,40,서울 용산구 이태원로 294 블루스퀘어
1364394756,이색,16,사주,메가MGC커피 한남오거리점,1428,8,서울 용산구 한남대로21길 33
1641235224,이색,35,전시,챔프커피리움,448,58,서울 용산구 이태원로55길 60-16 지하3층
1121894431,이색,40,전시,컨템포러리1,59,56,서울 용산구 이태원로54길 48
37621348,이색,4,전시,97PAGE,14,2,서울 용산구 한남대로42가길 16
13347714,이색,23,전시,케익갤러리,362,17,서울 용산구 이태원로 294 블루스케어 로비층
1085204907,이색,16,사주,어썸라운지이태원점,14,14,서울 용산구 이태원로 217 102호 한남동)
20862908,이색,28,전시,투어디테이블,22,22,서울 용산구 한남대로20길 36
18731460,이색,1,전시,아파시아나또,17,1,서울 용산구 독서당로 70
1098863541,이색,297,전시,도로시포트,1,1,서울 용산구 독서당로 46
1717440686,이색,146,북,쉘터 해방,234,265,서울 용산구 신흥로11길 49-12 3층
1845157455,이색,13,전시,테이프,638,675,서울 용산구 이태원로14길 21 2층 TAPE
1083396619,이색,8,전시,로컬빌라베이글,466,462,서울 용산구 이태원로 158 1층
