id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
1508243090,인스타그래머블,281,사진,5to7,1571,337,서울 성동구 서울숲2길 44-13 1층
1698816534,인스타그래머블,77,사진,마일스톤 커피 성수점,224,276,서울 성동구 서울숲4길 15 1층
1679703260,인스타그래머블,156,사진,스타벅스 성수점,2363,81,서울 성동구 아차산로 104
1397949769,인스타그래머블,116,사진,소프트바,315,367,서울 성동구 연무장길 54 1층
1200806667,인스타그래머블,158,사진,KANTO 성수,336,303,서울 성동구 연무장길 20 지하1층
1653885354,인스타그래머블,501,사진,웨스턴챕터,842,314,서울 성동구 서울숲2길 12-8 2층
1477788445,인스타그래머블,71,사진,미디엄스톤 성수점,823,368,서울 성동구 왕십리로10길 18-1 1.5층 미디엄스톤
1568797034,인스타그래머블,105,사진,앵무새루이스,118,121,서울 성동구 성덕정길 78 3층
1862026206,인스타그래머블,8,사진,카페요아정,289,83,서울 성동구 서울숲4길 21 지하1층
1814734284,인스타그래머블,48,예약,강별 성수,147,90,서울 성동구 뚝섬로9길 8 3층
1918028699,인스타그래머블,41,사진,아이오쓰리 성수사거리점,795,137,서울 성동구 성수이로20길 60 1층
1085084433,인스타그래머블,23,사진,오버도즈도넛앤커피 성수,939,326,서울 성동구 왕십리로10길 19 1층
1623328599,인스타그래머블,41,사진,아이오쓰리 에이스하이엔드점,954,153,서울 성동구 성수이로10길 14 103호 아이오쓰리
1070814255,인스타그래머블,41,팝업,올데이휘낭시에 성수점,104,46,서울 성동구 성수이로16길 48 1층
1892371038,인스타그래머블,8,쇼룸,DYCAFE,79,119,서울 성동구 광나루로6길 7 1층
1576185695,인스타그래머블,48,사진,리커버리커피바,101,107,서울 성동구 왕십리로16가길 10 1층
1250235967,인스타그래머블,38,사진,기댈빙,97,69,서울 성동구 성덕정길 47 1층 102호
