카페ID,카페이름,방문자리뷰,블로그리뷰,주소
1480017503,로컬코드,159,94,서울 마포구 동교로 266-7 2층
1618240240,브레디포스트 연남점,119,225,서울 마포구 연남로 8 1층
1300378937,팽페르뒤,247,33,서울 마포구 동교로38길 12 2층
1601437484,코코로카라,3620,2183,서울 마포구 연남로1길 41
38282260,터틀힙,1074,1207,서울 마포구 연남로1길 44 1층 터틀힙
1293334743,유키모찌 연남점,800,553,서울 마포구 동교로 240 1층
1914086649,모리노코,88,111,서울 마포구 연남로11길 34 1층
38015815,일쩜오플로어,538,533,서울 마포구 동교로34길 21
1143889950,조앤도슨,429,1141,"서울 마포구 동교로41길 31 지층 좌측, 조앤도슨"
37992103,서울페이스트리 연남점,1073,607,서울 마포구 동교로41길 10 1층
35306735,오츠커피 연남,1228,607,서울 마포구 성미산로29길 29-8 오츠커피
1493242469,마가렛 연남,1382,1181,서울 마포구 성미산로29길 10 1층
1035902301,Are&am,344,1181,서울 마포구 성미산로17길 12 1층
1179910659,작당모의,1525,1172,서울 마포구 동교로32길 19 1층
1166022931,파이인더샵,1347,1096,서울 마포구 성미산로27길 26
1865456225,하우에버 연남,4006,2859,서울 마포구 연희로1길 45-6 하우에버 연남
1299745145,스트로베리32 연남본점,1047,228,서울 마포구 연남로5길 8 1층 스트로베리32
1910633529,청수당공명,1374,1558,서울 마포구 성미산로 152 청수당공명
1383128698,치플레,5041,962,서울 마포구 동교로 262-9 1층
1500504643,카페 레이어드 연남점,1956,3693,서울 마포구 성미산로 161-4
1612839292,코티지블루,91,120,서울 마포구 동교로27길 61 2층 코티지블루
37468319,바나나하루키,486,851,서울 마포구 동교로38길 6 3층
1543986977,랜디스도넛 연남점,13189,851,서울 마포구 동교로 247
1729088578,펠른,1288,676,서울 마포구 성미산로22길 18 A'동 1층 펠른 하우스
1775224468,얼스어스,829,1410,서울 마포구 성미산로 150
38448458,브론시스,1128,759,서울 마포구 연희로1길 57 지층 카페브론시스
1653541790,카페드댕,424,581,"서울 마포구 동교로 269 1층, 2층"
1498252663,에브리데이해피벌스데이,1274,581,서울 마포구 연희로 33 3층 Everyday HappyBirthday
21856573,커피리브레 연남점,1051,581,서울 마포구 성미산로32길 20-5
1708553019,잼잼,910,581,서울 마포구 성미산로29길 24 지하1층
1346475243,오버딥,285,160,"서울 마포구 성미산로 149-8 2, 3층, 루프탑"
1750433763,티크닉,786,764,서울 마포구 성미산로 147 1층 티크닉연남점
1215983970,표정,847,704,서울 마포구 동교로 262-10 1층
1020389622,브라운하우스 연남,755,704,"서울 마포구 동교로50길 25 2, 3층"
1794136920,꽈페 연남본점,2782,704,서울 마포구 동교로46길 20 1층
1071356852,카페클로이인패리스,1507,704,서울 마포구 성미산로 190-3 1.5층
33741818,피오니 연남점,1473,704,서울 마포구 연남로 59-1
1668597377,동명양과자점,149,136,서울 마포구 성미산로17길 3 1층
1964985703,카페스콘,1014,136,서울 마포구 성미산로 172 2층 카페스콘
1213138528,모닝캄커피랩 연남점,166,225,"서울 마포구 성미산로 192 1층, 지히1층"
1727400952,코코리코,253,108,서울 마포구 동교로39길 4 1층
1830575633,파롤앤랑그,1858,108,서울 마포구 성미산로29안길 8 파롤앤랑그
35453402,17도씨,806,108,서울 마포구 동교로29길 38 1층 17도씨
37604020,테일러커피 연남점,1053,1111,서울 마포구 성미산로 189 1층
1518148646,버터앤쉘터 연남점,1159,309,서울 마포구 성미산로 170 102호
1174025294,히포,786,801,"서울 마포구 성미산로17길 85 B1, 1층"
1299065898,수크레크레페하우스,103,50,서울 마포구 동교로38길 33-12 1층
1798970075,씨스루,2387,50,서울 마포구 동교로 266-6 1층
1435646824,땡스오트 연남,1258,1810,서울 마포구 성미산로23길 68
1241444193,피프에스프레소바,287,499,서울 마포구 성미산로29길 5 1층
1927432324,모투누이,943,285,서울 마포구 동교로 251 1층 모투누이
1220314330,블루보틀 연남 카페,23,32,서울 마포구 성미산로32길 52 B1F - 1F
1104888425,달콤다정,822,151,서울 마포구 동교로38길 33-21 2층 달콤다정
1081294843,리틀빅토리,1153,409,서울 마포구 연희로1길 41 102호
1818853219,페블스,341,340,서울 마포구 연남로3길 23
32891199,MIDNIGHT PLEASURE,110,134,서울 마포구 성미산로29안길 17 1F
1147665990,SOP,341,182,서울 마포구 동교로39길 4-13 가야빌딩1층 SOP
1853353265,올웨이즈어거스트 제작소,114,175,서울 마포구 연남로 71 1층 올웨이즈어거스트
1567157005,맥코이 연남,530,175,서울 마포구 성미산로 147
1434341556,오흐뒤구떼,22,44,서울 마포구 동교로47길 10 1층
38548704,에스프레소 부티크,170,557,서울 마포구 연남로3길 7
1218794011,멜팅오브,249,225,서울 마포구 동교로38길 33-14 연남스퀘어빌딩 2층
1377545270,턴다운서비스,301,360,서울 마포구 동교로50길 7 반지층
1010873065,코리코카페,5387,1004,서울 마포구 성미산로 165-7 대원미디어 연남점
1110821571,테누커피,400,392,서울 마포구 연남동 241-89
1940633666,벌스가든,643,659,서울 마포구 성미산로23길 44 벌스가든
1601052613,메리트리,198,659,서울 마포구 성미산로29안길 17 2층
1908880523,lebonble 르봉블레,63,126,서울 마포구 성미산로26길 43 1층
1664294602,라헬의부엌 연남점,229,158,서울 마포구 동교로38길 5 1층
1521760712,콩카페 연남점,1135,1179,서울 마포구 성미산로 161-14
1016126841,더파이샵,301,299,서울 마포구 성미산로 163 1층
1211710717,목화씨라운지,590,845,서울 마포구 성미산로29길 23
37769447,Deweet,481,845,서울 마포구 동교로 242-5 2층 deweet
