id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
1618240240,디저트,101.0,버터,브레디포스트 연남점,119,225,서울 마포구 연남로 8 1층
1601437484,디저트,5303.0,푸딩,코코로카라,3620,2183,서울 마포구 연남로1길 41
38282260,디저트,2216.0,케이크,터틀힙,1074,1207,서울 마포구 연남로1길 44 1층 터틀힙
1293334743,디저트,1044.0,젤라또,유키모찌 연남점,800,553,서울 마포구 동교로 240 1층
38015815,디저트,1076.0,마카롱,일쩜오플로어,538,533,서울 마포구 동교로34길 21
37992103,디저트,294.0,디저트,서울페이스트리 연남점,1073,607,서울 마포구 동교로41길 10 1층
1493242469,디저트,2928.0,디저트,마가렛 연남,1382,1181,서울 마포구 성미산로29길 10 1층
1179910659,디저트,1757.0,디저트,작당모의,1525,1172,서울 마포구 동교로32길 19 1층
1299745145,디저트,325.0,케이크,스트로베리32 연남본점,1047,228,서울 마포구 연남로5길 8 1층 스트로베리32
1383128698,디저트,2186.0,디저트,치플레,5041,962,서울 마포구 동교로 262-9 1층
37468319,디저트,1554.0,케이크,바나나하루키,486,851,서울 마포구 동교로38길 6 3층
1729088578,디저트,2951.0,디저트,펠른,1288,676,서울 마포구 성미산로22길 18 A'동 1층 펠른 하우스
1775224468,디저트,2757.0,케이크,얼스어스,829,1410,서울 마포구 성미산로 150
1346475243,디저트,335.0,디저트,오버딥,285,160,"서울 마포구 성미산로 149-8 2, 3층, 루프탑"
1794136920,디저트,435.0,디저트,꽈페 연남본점,2782,704,서울 마포구 동교로46길 20 1층
1071356852,디저트,126.0,디저트,카페클로이인패리스,1507,704,서울 마포구 성미산로 190-3 1.5층
33741818,디저트,1574.0,케이크,피오니 연남점,1473,704,서울 마포구 연남로 59-1
1668597377,디저트,482.0,빵,동명양과자점,149,136,서울 마포구 성미산로17길 3 1층
1964985703,디저트,1483.0,스콘,카페스콘,1014,136,서울 마포구 성미산로 172 2층 카페스콘
1727400952,디저트,987.0,빵,코코리코,253,108,서울 마포구 동교로39길 4 1층
1830575633,디저트,1676.0,디저트,파롤앤랑그,1858,108,서울 마포구 성미산로29안길 8 파롤앤랑그
1518148646,디저트,1677.0,버터,버터앤쉘터 연남점,1159,309,서울 마포구 성미산로 170 102호
1798970075,디저트,4070.0,디저트,씨스루,2387,50,서울 마포구 동교로 266-6 1층
1927432324,디저트,1422.0,디저트,모투누이,943,285,서울 마포구 동교로 251 1층 모투누이
1818853219,디저트,2122.0,푸딩,페블스,341,340,서울 마포구 연남로3길 23
1147665990,디저트,217.0,케이크,SOP,341,182,서울 마포구 동교로39길 4-13 가야빌딩1층 SOP
1853353265,디저트,234.0,디저트,올웨이즈어거스트 제작소,114,175,서울 마포구 연남로 71 1층 올웨이즈어거스트
1434341556,디저트,29.0,디저트,오흐뒤구떼,22,44,서울 마포구 동교로47길 10 1층
1218794011,디저트,1220.0,디저트,멜팅오브,249,225,서울 마포구 동교로38길 33-14 연남스퀘어빌딩 2층
1664294602,디저트,163.0,디저트,라헬의부엌 연남점,229,158,서울 마포구 동교로38길 5 1층
1016126841,디저트,993.0,디저트,더파이샵,301,299,서울 마포구 성미산로 163 1층
1211710717,디저트,3243.0,푸딩,목화씨라운지,590,845,서울 마포구 성미산로29길 23
1160848046,디저트,264.0,디저트,포포민즈낫띵,188,133,"서울 마포구 동교로46길 28 1,2층"
1199972298,디저트,537.0,디저트,펠른 연남,160,125,서울 마포구 성미산로22길 18 펠른 연남
1741866041,디저트,2277.0,젤라또,피에트라,289,125,서울 마포구 성미산로23길 62 1층
1072884158,디저트,2301.0,케이크,코이크,607,368,서울 마포구 동교로39길 8 1-2층
1597752999,디저트,464.0,디저트,매일 카페,507,318,서울 마포구 연남로3길 31 1층
1927900521,디저트,818.0,쿠키,위트앤척클,28,122,서울 마포구 성미산로 172 1층
36399494,디저트,312.0,디저트,폴리스팬케이크,266,122,서울 마포구 동교로38길 30 2층 202호
1227219807,디저트,2476.0,빵,씨스터브레드,138,217,서울 마포구 동교로52길 20-4 지층 102호
1066853151,디저트,275.0,디저트,어니스트팬케이크,875,718,서울 마포구 동교로38안길 13 1층
1630421798,디저트,366.0,푸딩,롱베케이션,968,124,서울 마포구 동교로38길 33-10 2층
572367804,디저트,317.0,디저트,베란다컵케익,407,336,서울 마포구 동교로38길 27-14 1.5층
1211536676,디저트,828.0,디저트,누크녹,978,183,서울 마포구 성미산로 190-31 2층
1860425869,디저트,196.0,빵,하프베이글,261,131,서울 마포구 성미산로17길 115 101호 하프베이글
1487362172,디저트,1431.0,디저트,아꽁뜨,319,346,서울 마포구 동교로51길 3 1층
1775473845,디저트,1833.0,케이크,위아소울메이트,732,346,서울 마포구 동교로38길 30 1층 위아소울메이트
1134813121,디저트,102.0,케이크,플루밍,32,31,서울 마포구 연남로13길 9 1층 101호
1556209064,디저트,202.0,디저트,플렘므,479,182,서울 마포구 성미산로29길 3 1층
1746305819,디저트,508.0,케이크,원모어프로포즈,111,100,서울 마포구 성미산로31길 13 1층
1889887611,디저트,96.0,빵,유니크혼,222,57,서울 마포구 동교로46길 16 1층
1522597367,디저트,147.0,케이크,무무대베이크,101,80,서울 마포구 연남로3길 29 1층
1106273286,디저트,917.0,디저트,네시사분,632,80,서울 마포구 성미산로 190-8
1549478324,디저트,1770.0,케이크,스몰럭케이크,362,244,서울 마포구 성미산로29길 14 201호
1934524936,디저트,859.0,디저트,흐림,322,146,서울 마포구 연희로1길 51 비앤비빌딩 3층 301호
1579727038,디저트,213.0,디저트,스트뉴,113,104,서울 마포구 성미산로23안길 19 1층
1391453544,디저트,29.0,디저트,마들젠,158,196,"서울 마포구 동교로50길 16 1, 2층"
1078186525,디저트,213.0,케이크,앳더모먼트,149,49,서울 마포구 동교로38길 42-6 102호(노란대문 지나서 우측)
1215736940,디저트,1448.0,빵,모리노팡,365,161,서울 마포구 연남로5길 42 1층 모리노팡
35251819,디저트,146.0,디저트,레또르떼,212,131,서울 마포구 연남로1길 19
1973645577,디저트,326.0,디저트,디그이지,417,142,서울 마포구 동교로41길 36-7 1층 디그이지
37525977,디저트,58.0,빵,SF bagels,384,143,서울 마포구 동교로46길 29 수목원
1221839422,디저트,332.0,디저트,연남동그라미,97,232,서울 마포구 성미산로32길 10 1층
1680351950,디저트,212.0,푸딩,푸치케,23,24,서울 마포구 성미산로23안길 20-6 1층일부
1445114882,디저트,675.0,케이크,스윗헤르츠,243,152,서울 마포구 동교로34길 3 2층
1283663834,디저트,269.0,디저트,웨이즈커피 연남,976,269,서울 마포구 동교로46길 42-20 2층
1251407905,디저트,180.0,디저트,휘퍼스,192,62,서울 마포구 성미산로 167-14 1층 휘퍼스
1323961635,디저트,310.0,케이크,알버트파크,276,105,서울 마포구 연남로3길 72 1층
1326124851,디저트,815.0,젤라또,멜티드,188,126,서울 마포구 성미산로29안길 27-7 1층
1408361299,디저트,939.0,케이크,스윗미업,247,63,서울 마포구 연남로1길 67 1층 스윗미업
20502605,디저트,162.0,마카롱,라온디,127,303,서울 마포구 동교로 278
