id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
21856573,커피,658.0,원두,커피리브레 연남점,1051,581,서울 마포구 성미산로32길 20-5
1708553019,커피,1038.0,라떼,잼잼,910,581,서울 마포구 성미산로29길 24 지하1층
37604020,커피,293.0,원두,테일러커피 연남점,1053,1111,서울 마포구 성미산로 189 1층
1241444193,커피,3235.0,에스프레소,피프에스프레소바,287,499,서울 마포구 성미산로29길 5 1층
38548704,커피,1217.0,에스프레소,에스프레소 부티크,170,557,서울 마포구 연남로3길 7
1992955163,커피,244.0,에스프레소,긱스 연남점,158,111,서울 마포구 동교로38길 27-12 지1층
1532916769,커피,486.0,라떼,아트스뉴욕 연남점,112,386,서울 마포구 동교로51길 51 1층
1648168847,커피,132.0,라떼,아사프,212,89,서울 마포구 동교로39길 10 1층
1700345670,커피,135.0,에스프레소,궤도 연남,202,140,서울 마포구 연남로 19 1층 대로변
1859611046,커피,232.0,라떼,온플리크,136,145,서울 마포구 동교로38길 27-8 1층
1604895392,커피,307.0,원두,프롬헤라스 연남,230,117,서울 마포구 연남로 77 1층
1510715349,커피,123.0,라떼,리이슈커피로스터스,114,48,서울 마포구 연남로 35 1층
1806446626,커피,455.0,에스프레소,다르 에스프레소바,96,139,서울 마포구 성미산로26길 26 B101호
1134232001,커피,48.0,로스팅,로스팅마스터즈 연남점,82,21,서울 마포구 동교로27길 44
1662756398,커피,222.0,라떼,프롬라떼 연남,169,90,서울 마포구 연남로 10 2층
1925392971,커피,181.0,원두,바람커피원두상점,15,13,서울 마포구 연희로 47 1층 102호
1658837486,커피,46.0,라떼,카페테드,248,126,서울 마포구 성미산로32길 51
1251739829,커피,30.0,에스프레소,바우 오마카세,49,64,서울 마포구 성미산로26길 26 1.5층
1224496928,커피,140.0,라떼,로일즈,121,79,서울 마포구 성미산로29길 32 반지층 로일즈
37114222,커피,98.0,원두,리틀프레스커피,64,88,서울 마포구 성미산로 200 리틀프레스커피
1133500880,커피,13.0,아메리카노,로앤쿡드 연남,478,122,서울 마포구 성미산로 109 1층 로앤쿡드
