id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
1528111556,이색,126.0,이색,코코시에나 티오마카세,317,298,서울 마포구 동교로 255-1 4층 401호
1316829967,이색,29.0,칵테일,디 아더,380,273,서울 마포구 동교로38길 27 지층 오른쪽 D.OTHER
1406853822,이색,137.0,이색,그림제작소 연남점,1520,186,서울 마포구 성미산로 170 2층
1827448906,이색,5.0,칵테일,아이니드케이크 연남점,148,39,서울 마포구 동교로38길 33-10 B1
38462955,이색,97.0,이색,연남동 심리카페,225,85,서울 마포구 동교로 227-5 2층 심리카페
1554926306,이색,6.0,클래스,로즈베리모어,48,37,서울 마포구 동교로41길 4 3층
1569055913,이색,24.0,클래스,세빠띠,62,32,서울 마포구 동교로25길 53 1층 세빠띠
1636448566,이색,87.0,메이드,무유무유,648,161,서울 마포구 성미산로 190-4 102호
1199284777,이색,94.0,이색,카페늘보,69,117,서울 마포구 동교로51안길 26 2층
1007494188,이색,68.0,클래스,멜티스트,23,11,서울 마포구 연남로1길 39 1층 멜티스트
972643975,이색,481.0,클래스,백종명화이트커피,143,327,"서울 마포구 성미산로29안길 29 2층, 3층"
1725457871,이색,151.0,전시,아트클로버,111,78,서울 마포구 성미산로 150 1층
1855034009,이색,34.0,이색,윤태익 다르다 심리카페,389,226,서울 마포구 연남로9길 11-15 501호
340164946,이색,48.0,클래스,가나슈블랫,41,49,서울 마포구 동교로27길 93-7
