id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
1348768821,디저트,7966,빵,어글리베이커리,9223,3142,서울 마포구 월드컵로13길 73 1층 어글리 베이커리
1416238798,디저트,42,쿠키,더바이글,158,38,서울 마포구 포은로 117 1층 103호
1988455172,디저트,2478,디저트,소설원 망원,1295,2873,서울 마포구 월드컵로13길 22-3
1256673550,디저트,101,디저트,슈크렌느,107,39,서울 마포구 월드컵로11길 80 1층
1672249532,디저트,2246,푸딩,비전스트롤 망원점,270,314,서울 마포구 망원로 61 1층
1941199046,디저트,1386,마카롱,구황작물,187,277,서울 마포구 동교로 27-8 1층
1759690653,디저트,877,빵,브릭베이글,637,444,서울 마포구 동교로 43-1
1670713183,디저트,588,케이크,해브어,316,205,서울 마포구 월드컵로17길 38 2층
1916722465,디저트,248,디저트,올웨이즈어거스트로스터스,261,670,서울 마포구 망원로6길 19 1층 일부
1642598415,디저트,138,젤라또,딜리커피 망원,106,48,서울 마포구 포은로 92 1층
1087879784,디저트,240,빵,후와후와,26,21,서울 마포구 월드컵로13길 79 . 1층 102호
1837601021,디저트,2302,빵,밀로밀,798,290,서울 마포구 희우정로10길 9 1층
1618890289,디저트,473,디저트,망원 지튼,422,765,서울 마포구 망원로 73 2층 ZTTN
1923036804,디저트,197,디저트,커넥츠커피 망원,1002,314,서울 마포구 월드컵로11길 8 105호 커넥츠커피 망원점
1536816099,디저트,685,디저트,이이알티 망원,814,5,"서울 마포구 포은로 105-1 1층, 2층"
1450830938,디저트,794,디저트,라바즈,256,212,서울 마포구 월드컵로13길 19-23 2층 왼쪽 202호
1484279080,디저트,1087,디저트,이스트우드 망원점,487,432,서울 마포구 동교로9길 56 2층
1837274244,디저트,2043,마카롱,미완성식탁,665,208,서울 마포구 망원로6길 37 1층 미완성식탁
41256488,디저트,2031,빵,블랑제리코팡,2210,516,서울 마포구 희우정로 115
1213764678,디저트,182,빵,흐쎄트,391,516,서울 마포구 월드컵로23길 20 2층 202호
1675098813,디저트,109,베이커리,온리디스베이커리,100,27,서울 마포구 희우정로20길 70 102호
1367658278,디저트,188,디저트,파사도 망원,342,93,서울 마포구 포은로6길 9 파사도 망원
1544764300,디저트,71,빵,키토빵앗간,303,54,서울 마포구 월드컵로19길 36 1층
