id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
1342730817,뷰,45,산,레이지독 케이크,133,79,서울 마포구 포은로8길 28-6 4층 레이지독 맞춤케이크 망원동점
1797356132,뷰,19,시티,범골커피,32,5,서울 마포구 망원로8길 14 2층
1375741691,뷰,126,시티,M1CT,157,211,서울 마포구 희우정로15길 13 1층
1287839428,뷰,25,한강,나이스망원,87,67,서울 마포구 희우정로10길 15 상가 107호
1418523051,뷰,239,숲,종이숲,113,67,서울 마포구 희우정로 93 1층 종이숲
1042979677,뷰,11,한강,투고벅스,32,10,서울 마포구 동교로 47-6 1층 101-2호
1511935538,뷰,6,한강,던킨 망원점,2173,15,서울 마포구 월드컵로 75 (망원동) 비투어타이어빌딩 1층 (망원동)
1545501278,뷰,22,산,설병상점,128,70,"서울 마포구 방울내로7길 25 1층 . 설병상점 (망원동, 1층)"
288147726,뷰,30,한강,메가MGC커피 망원역점,1642,13,서울 마포구 동교로9길 49 리치힐 1층
1821627109,뷰,14,한강,peak,58,15,서울 마포구 망원로 1
37911267,뷰,26,시티,빽다방 망원시장점,1324,28,서울 마포구 월드컵로13길 34
37521524,뷰,3,구경,이디야 망원중앙점,898,17,서울 마포구 월드컵로 147 한익빌딩
1994564742,뷰,3,한강,빽다방 마포시민공원점,347,7,서울 마포구 망원로 19 1층 빽다방 마포시민공원점
327434030,뷰,43,한강,이디야커피 한강공원로점,1530,35,서울 마포구 망원로 21
1141846687,뷰,14,한강,고릴라크로플,215,11,서울 마포구 월드컵로13길 46 1층
1029176930,뷰,26,한강,메가MGC커피 망원시장점,701,2,서울 마포구 망원로 79 1층
1158712347,뷰,14,한강,우드베어 망원점,55,4,서울 마포구 월드컵로31길 56
1985146311,뷰,18,구경,카페 꽃길 정류장,13,1,서울 마포구 방울내로9안길 72 1층 101호
1717391085,뷰,6,시티,퐁치 커피익스프레스 망원점,0,0,서울 마포구 망원로 72 1층
