카페ID,카페이름,방문자리뷰,블로그리뷰,주소
1348768821,어글리베이커리,9209,3137,서울 마포구 월드컵로13길 73 1층 어글리 베이커리
1416238798,더바이글,152,37,서울 마포구 포은로 117 1층 103호
1988455172,소설원 망원,1291,2867,서울 마포구 월드컵로13길 22-3
1256673550,슈크렌느,106,38,서울 마포구 월드컵로11길 80 1층
1367299797,베이크 샵 하벳,20,19,서울 마포구 월드컵로17길 64 1층
1672249532,비전스트롤 망원점,267,314,서울 마포구 망원로 61 1층
1759690653,브릭베이글,634,443,서울 마포구 동교로 43-1
1167345645,아브르드팡,244,44,서울 마포구 월드컵로21길 14 1층
1916722465,올웨이즈어거스트로스터스,259,667,서울 마포구 망원로6길 19 1층 일부
1642598415,딜리커피 망원,99,43,서울 마포구 포은로 92 1층
1837601021,밀로밀,795,291,서울 마포구 희우정로10길 9 1층
1548894301,베이코닉 브런치바,77,51,서울 마포구 월드컵로17길 50 1층
33152234,커피가게동경,1307,51,서울 마포구 망원로6길 21 지층
1000020305,크림데이 글루텐프리 케이크샵,1146,140,서울 마포구 월드컵로21길 39
1813667950,포트레이트커피바,455,452,서울 마포구 포은로8길 32 1층
1923036804,커넥츠커피 망원,1001,310,서울 마포구 월드컵로11길 8 105호 커넥츠커피 망원점
1536816099,이이알티 망원,813,310,"서울 마포구 포은로 105-1 1층, 2층"
1058857466,두두리두팡,269,262,서울 마포구 월드컵로23길 19 1층 두두리두팡
37654332,딥블루레이크,1275,262,서울 마포구 포은로6길 11
1412734296,보통공원,308,326,서울 마포구 망원로 79 3층
37659034,광합성카페,1595,326,서울 마포구 월드컵로19길 8
1484279080,이스트우드 망원점,487,431,서울 마포구 동교로9길 56 2층
1243135733,락떼스피릿,1253,431,서울 마포구 희우정로20길 65
1234832125,구스커피앤바,129,204,서울 마포구 월드컵로17길 56 1층
1837274244,미완성식탁,665,204,서울 마포구 망원로6길 37 1층 미완성식탁
1353180628,카페뎀셀브즈 망원동 소아과점,545,204,"서울 마포구 포은로 93 1층, 2층"
1213764678,흐쎄트,391,204,서울 마포구 월드컵로23길 20 2층 202호
1746391981,루아르 망원,786,339,서울 마포구 월드컵로11길 7
37837603,도쿄빙수 망원본점,1323,339,서울 마포구 포은로8길 9 1층
1237365247,HHSS HOUSE,39,55,서울 마포구 월드컵로 113 3층 303호
1272551533,단고당,520,303,서울 마포구 망원로10길 3 1층/2층
1513540731,바이어리셔,255,178,서울 마포구 망원로1길 22 망원 한강공원에서 도보 5분 거리에 있습니다.
1369333799,푸쉬오프 커피앤바,132,95,서울 마포구 포은로8길 28-6 지1층
1675098813,온리디스베이커리,98,27,서울 마포구 희우정로20길 70 102호
1876676836,마떼아,353,232,서울 마포구 월드컵로19길 36 2층
1367658278,파사도 망원,337,92,서울 마포구 포은로6길 9 파사도 망원
