카페ID,카페이름,방문자리뷰,블로그리뷰,주소
1299421546,와아,337,17,서울 성동구 상원2길 1-10 3층
1053160252,침묵을깨다,187,205,서울 성동구 아차산로11길 26 2층
1217287130,차일디쉬,275,335,서울 성동구 연무장길 114 2층 차일디쉬
1022429915,자연도소금빵in 성수,774,821,서울 성동구 연무장길 56-1 1층
1353954221,한정선,140,144,서울 성동구 연무장길 54-1 1층
1407454916,치즈인더스트리 성수,151,136,서울 성동구 성수이로18길 37 1층
1339900302,츄로101 성수점,71,79,서울 성동구 성덕정길 70 1층
1724311124,모리노키세츠,55,45,서울 성동구 서울숲2길 11-16 2층
1194510469,하이라인,528,4845,서울 성동구 성덕정9길 10 2층 오른쪽문
1833313793,오우드 성수1호점,1534,4845,서울 성동구 연무장길 101-1
365858525,베통 성수,3559,4845,서울 성동구 연무장7가길 8
37471718,파머스카페,1574,4845,서울 성동구 왕십리로6길 11 1층
1020816080,브레디포스트 성수,2022,2312,서울 성동구 상원1길 5 1층
1734893193,웜브라운,116,101,서울 성동구 연무장길 16-2 1층 WARM BRAUN
1468687611,니커버커베이글 성수지점,50,103,서울 성동구 뚝섬로13길 36 1층~3층
1771016332,본지르르 성수,19,68,"서울 성동구 광나루로4가길 13 B1, 1, 2층"
742676592,마를리,3450,1942,서울 성동구 연무장길 47 홍원빌딩
1517487358,아쿠아산타 성수카페,1278,560,서울 성동구 연무장길 81 1층 107호
1240372795,서울앵무새,5018,560,서울 성동구 서울숲9길 3 B1~2F
1455299135,크림라벨 서울숲 본점,1101,328,서울 성동구 서울숲2길 34 1층
1425989301,카페 할아버지공장,4977,2261,서울 성동구 성수이로7가길 9
1128626529,스트로베리32 성수점,2091,408,서울 성동구 왕십리로10길 9-31 3층
1694234920,퍼먼트,1249,841,"서울 성동구 서울숲2길 37 1층 , 지하"
38561949,어니언 성수,4397,841,서울 성동구 아차산로9길 8 어니언
37717085,밀도 성수점,6465,841,서울 성동구 왕십리로 96
1935471901,LOOOP 루프 베이커리 카페,1250,841,서울 성동구 연무장5길 9-13 1층
