id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
1480017503,공부,69.0,테이블,로컬코드,159,94,서울 마포구 동교로 266-7 2층
1300378937,공부,23.0,테이블,팽페르뒤,247,33,서울 마포구 동교로38길 12 2층
35306735,공부,76.0,공간,오츠커피 연남,1228,607,서울 마포구 성미산로29길 29-8 오츠커피
1166022931,공부,1226.0,공간,파이인더샵,1347,1096,서울 마포구 성미산로27길 26
1865456225,공부,725.0,공간,하우에버 연남,4006,2859,서울 마포구 연희로1길 45-6 하우에버 연남
1612839292,공부,126.0,테이블,코티지블루,91,120,서울 마포구 동교로27길 61 2층 코티지블루
1498252663,공부,305.0,테이블,에브리데이해피벌스데이,1274,581,서울 마포구 연희로 33 3층 Everyday HappyBirthday
1750433763,공부,736.0,테이블,티크닉,786,764,서울 마포구 성미산로 147 1층 티크닉연남점
1020389622,공부,223.0,공간,브라운하우스 연남,755,704,"서울 마포구 동교로50길 25 2, 3층"
1213138528,공부,237.0,공간,모닝캄커피랩 연남점,166,225,"서울 마포구 성미산로 192 1층, 지히1층"
1299065898,공부,40.0,테이블,수크레크레페하우스,103,50,서울 마포구 동교로38길 33-12 1층
1435646824,공부,309.0,테이블,땡스오트 연남,1258,1810,서울 마포구 성미산로23길 68
1220314330,공부,38.0,공간,블루보틀 연남 카페,23,32,서울 마포구 성미산로32길 52 B1F - 1F
1567157005,공부,301.0,테이블,맥코이 연남,530,175,서울 마포구 성미산로 147
1521760712,공부,254.0,테이블,콩카페 연남점,1135,1179,서울 마포구 성미산로 161-14
1149762141,공부,208.0,테이블,소하염전 연남,227,301,"서울 마포구 동교로38길 13-1 지하1, 1층"
980307471,공부,1060.0,테이블,사이드테이블,1026,330,서울 마포구 동교로47길 3 B01호
1049643176,공부,101.0,공간,로프스페이스 연남,140,99,서울 마포구 동교로51길 77-7 2층
1771873244,공부,325.0,테이블,오랑지,1114,813,서울 마포구 동교로38길 13 2층 오랑지
1097452079,공부,93.0,공간,누아즈데테,19,46,서울 마포구 성미산로29길 35 5층 501호
1916171533,공부,34.0,공간,이오엠,59,50,서울 마포구 동교로 262 5층(연남동)
1006125529,공부,38.0,테이블,녹온,180,53,서울 마포구 성미산로29안길 27-7 2층
1782159268,공부,44.0,테이블,믜요,77,33,서울 마포구 동교로 256-10 2층
1670095825,공부,147.0,공간,피스피스 연남점,252,203,서울 마포구 동교로51길 91 2층
1441318263,공부,124.0,테이블,카멜커피 9호점,251,219,서울 마포구 동교로51길 111-6
1086377447,공부,257.0,테이블,대충유원지,473,572,서울 마포구 월드컵북로6길 37
20593600,공부,127.0,테이블,연남살롱,663,105,서울 마포구 성미산로 122-1 1층
1083112932,공부,421.0,테이블,게슈탈트 커피,284,435,서울 마포구 동교로 260 2층 전체
1490185987,공부,40.0,테이블,온오프연남,220,97,서울 마포구 동교로51길 111 2층
1848999744,공부,10.0,테이블,카페밀노,303,39,서울 마포구 동교로 266-10 1층 카페밀노
1335831575,공부,188.0,공간,퀸넬브릴,145,236,서울 마포구 성미산로 171
1436790902,공부,33.0,테이블,딥스,228,18,서울 마포구 성미산로29안길 19-4 1층
20399944,공부,132.0,작업,레끌라,147,196,서울 마포구 동교로 266-6 2층 LECLAT
1101444848,공부,53.0,테이블,카페 드 래빗,412,79,서울 마포구 동교로29길 10 1층-4층
1633756880,공부,361.0,공간,보통공간,290,79,서울 마포구 동교로52길 4-3 B01호
1161916340,공부,658.0,테이블,올루 에스프레소바,370,402,서울 마포구 성미산로29안길 11 102호
1464754624,공부,1901.0,테이블,테이블 연남,651,246,서울 마포구 동교로38길 16 2층 테이블 연남
1124107346,공부,87.0,테이블,루바브,211,140,서울 마포구 연희로 47 2층 201호
1264736869,공부,63.0,공간,필로앤소피아,75,30,서울 마포구 동교로45길 15 102호(주차장 안쪽)
1673974291,공부,60.0,테이블,부트 카페 연남,103,85,서울 마포구 동교로46길 33 1층
1384022341,공부,39.0,공간,페어리 하우스,7,6,서울 마포구 성미산로16길 3-3 1층
1252488478,공부,12.0,테이블,연남동콤부차,65,12,서울 마포구 동교로46길 42 1층
1265578612,공부,197.0,공간,컴포넌트 커피,131,113,서울 마포구 동교로 253 3층
1081109811,공부,94.0,공간,월에버,25,48,서울 마포구 동교로51안길 12 1층 주택
1384520629,공부,34.0,테이블,카페 어쿠스틱,195,52,서울 마포구 동교로29길 40 1층
1530993164,공부,113.0,테이블,판초,77,79,서울 마포구 성미산로 167-7 2층
1840055599,공부,3.0,공간,쥬리스 크림하우스,1,2,서울 마포구 동교로46길 42-24 2층
1995454973,공부,25.0,테이블,르프레,55,25,서울 마포구 연남로 73
1113794499,공부,206.0,공간,러프글로스,165,40,서울 마포구 동교로51길 87 1F & B1
1669511347,공부,115.0,테이블,썸모어델리,208,226,서울 마포구 동교로51길 131 1층
1743930784,공부,16.0,공간,리드미,183,19,서울 마포구 월드컵북로6길 83 . 1층 리드미카페
1853817558,공부,87.0,공간,공간아를,66,25,서울 마포구 성미산로23길 64 1-3층
1714025191,공부,6.0,테이블,요거로밀,140,9,서울 마포구 성미산로17길 112
