id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
1029619861,디저트,981,버터,올드페리도넛 한남점,7107,3305,서울 용산구 한남대로27길 66 2층
1555088233,디저트,96,디저트,골든피스,56,102,서울 용산구 한남대로27길 25
1101891783,디저트,300,디저트,데이로우 DAY ROW,573,549,서울 용산구 이태원로49길 14-3 1층
1041846907,디저트,1052,디저트,네로우 패스,637,1855,서울 용산구 이태원로42길 38-4
1399931838,디저트,609,디저트,엔다이브,582,607,서울 용산구 이태원로54길 52-2
37336909,디저트,107,케이크,그랜드하얏트서울 델리,1739,170,서울 용산구 소월로 322 그랜드하얏트서울 L층
31383349,디저트,468,빵,아티장베이커스 한남,827,868,서울 용산구 한남대로18길 26 1층
1915794004,디저트,15,디저트,르솔레이,1693,983,서울 용산구 이태원로54길 28 2층 LE SOLEIL
1959653413,디저트,219,디저트,오지힐,1081,1781,서울 용산구 대사관로11길 9-9 1층
1222345286,디저트,1424,베이커리,타르틴 베이커리 한남점,849,6,서울 용산구 한남대로18길 22
1226510600,디저트,281,빵,프렌떼 한남,183,109,"서울 용산구 이태원로54길 66 지1층,1층2 층"
1718170443,디저트,1458,디저트,레종데트르 한남,236,195,서울 용산구 이태원로42길 62 2층 레종데트르 한남
1089811009,디저트,490,빵,릴리언,162,156,서울 용산구 한남대로27가길 15 1층(한남동)
37357488,디저트,834,디저트,수르기,171,156,서울 용산구 이태원로42길 32 1층
1491093504,디저트,120,디저트,아키비스트 한남,282,192,서울 용산구 한남대로42길 41 1층 아키비스트 한남
1429090005,디저트,348,디저트,허니비 서울,112,88,서울 용산구 대사관로5길 14-3 지하1층
1446588781,디저트,232,디저트,팥알로,117,69,서울 용산구 독서당로 65-3 언고오피스텔101-3호
1760264926,디저트,225,젤라또,아이스크림 소사이어티,419,175,서울 용산구 한남대로20길 47
1527903338,디저트,199,케이크,뚜띠한남,134,125,서울 용산구 대사관로24길 27 1층
1021898114,디저트,49,디저트,케르반베이커리&카페,798,212,서울 용산구 이태원로 208
1696748262,디저트,124,케이크,라이비 케이크아웃,16,51,서울 용산구 우사단로10길 87 1층 중앙
1871323055,디저트,88,케이크,어텐디 한남,32,38,서울 용산구 한남대로27길 66 4층 401호
1222059761,디저트,190,디저트,클럽하우스서울,95,142,서울 용산구 한남대로20길 7 2층
1503040275,디저트,48,스콘,겟썸커피 Hannam,214,196,서울 용산구 이태원로42길 17
1318826308,디저트,43,디저트,파티세리 폰드 한남,18,26,서울 용산구 이태원로 243 2층
1654360173,디저트,15,디저트,세르클 한남 본점,840,974,서울 용산구 이태원로 223-5 유니언타운 한남 4F
1414713670,디저트,609,디저트,테이크 블랭크,72,87,서울 용산구 대사관로30길 6-11 2층
1885434615,디저트,527,빵,콜렉티보 한남점,619,378,서울 용산구 이태원로54길 66
1659187254,디저트,21,디저트,리아 한남,4,14,서울 용산구 이태원로 208 1층 104호
1725618041,디저트,163,빵,곤트란쉐리에 한남점,186,22,서울 용산구 한남대로 60 리첸시아 D동 117호
1597788733,디저트,61,디저트,고든즈,85,21,서울 용산구 독서당로14길 43-2 2층
1601745986,디저트,44,케이크,스플렌디드 케이크,2,10,서울 용산구 대사관로6길 21 1층 스플렌디드 케이크
1192940439,디저트,32,빵,카페마마스 한남나인원점,291,10,서울 용산구 한남대로 91 지2층 카페마마스
1815877802,디저트,27,빵,철그릴앤백미당 한남점,7,6,서울 용산구 독서당로 81
37848376,디저트,340,케이크,키에리,2913,699,서울 용산구 이태원로26길 16-8
1621125116,디저트,128,디저트,"케르반 카페, 디저트&브런치",335,973,서울 용산구 우사단로10길 17 1층
1908080026,디저트,30,디저트,레인리포트,283,583,"서울 용산구 소월로40길 85 1, 2층"
1233086327,디저트,70,빵,알페도,2162,667,서울 용산구 이태원로 174 1층 4-5호
35559487,디저트,40,쿠키,챔프커피 제2작업실,817,1003,서울 용산구 녹사평대로26가길 24 1층
1218176536,디저트,1968,빵,미니마이즈,695,513,서울 용산구 녹사평대로32길 21 2층
1729501476,디저트,76,빵,도나르,293,167,서울 용산구 녹사평대로26가길 9 2층
1499075152,디저트,32,젤라또,코타티 해방촌,519,333,서울 용산구 신흥로12길 7
1663724505,디저트,13,케이크,코지빌라커피,286,253,서울 용산구 이태원로20길 32 코지빌라커피
