id,category,count,keyword,카페이름,방문자리뷰,블로그리뷰,주소
36543730,공부,593,공간,푸어링아웃,443,928,서울 서대문구 연희로11나길 7-7 반지층 카페 (푸어링아웃)
32982001,공부,269,공간,매뉴팩트커피,939,928,서울 서대문구 연희로11길 29
1214851981,공부,194,테이블,금옥당 연희점,1159,618,서울 서대문구 연희로11라길 2
1161125870,공부,364,공간,본지르르 연희,127,328,서울 서대문구 연희로 189-16 단독주택
1624356996,공부,96,공간,더반 베를린 연희점,19,29,서울 서대문구 연희로11가길 48-23 3층
1051152758,공부,216,공간,연희 에스프레소 바,88,188,서울 서대문구 연희로11가길 36 1.5층
1518411270,공부,107,테이블,보케,159,101,서울 서대문구 연희로 116 2층 좌측
1708381623,공부,113,공간,해피앤피스커피클럽,62,177,서울 서대문구 연희로 134 1층
1604858931,공부,25,공간,lodge190,236,417,서울 서대문구 홍제천로 190
1595735508,공부,25,테이블,로덴드론 연희 1호점,1057,310,서울 서대문구 연희로25길 82
1656206859,공부,211,테이블,그로밋커피하우스,55,82,서울 서대문구 연희로8길 16-6 베스트빌 1층 101호
1056913162,공부,306,공간,미도파,171,280,서울 서대문구 성산로 317 2층
1008629511,공부,228,공간,혹스턴,218,199,서울 서대문구 연희로 91 2층
1779458685,공부,9,공간,다크에디션커피,36,20,서울 서대문구 연희로11마길 12 1층
1514592974,공부,4,테이블,카페 니어리,9,2,서울 서대문구 성산로 374 1층
1115775390,공부,35,공간,해피헤비드링커,162,75,서울 서대문구 성산로 306 1층
1162811035,공부,357,공간,로우키 연희점,77,87,서울 서대문구 연희로11가길 48-4
1072773246,공부,80,공간,모와림,69,51,서울 서대문구 연희로11가길 36 1.5층 계단 안쪽
1697518534,공부,13,책,객기,11,2,"서울 서대문구 증가로 49-1 1층 좌측호 , 금일식당 옆 통유리로 된 가게"
1783008026,공부,805,공간,시도 플레이스,948,276,서울 서대문구 연희맛로 7-7 시도 플레이스 1~2F
881841799,공부,6,테이블,스타벅스 연희동점,3292,34,서울 서대문구 연희로 97
1726138744,공부,24,공간,미크 커피,45,57,서울 서대문구 홍제천로 156 1층 미크커피
1146822605,공부,13,작업,휴,20,12,서울 서대문구 연희로 46 1층
1223748463,공부,51,공간,카페 브라마솔레,33,34,서울 서대문구 연희로16길 7-9 1층 카페 브라마솔레 (연희동)
1354328088,공부,22,공간,커피팜,100,44,서울 서대문구 연희로15길 5 1층
1567614341,공부,45,공간,하이파이,219,80,서울 서대문구 연희로11가길 39 지층
1173068712,공부,1,작업,벨르아티,6,1,서울 서대문구 연희맛로 31-7 1층
1162955947,공부,20,책,에스페란자 로스터즈 연희점,145,18,서울 서대문구 홍연길 80 1층 이알커피
1437596761,공부,39,공간,퍼스트바이쓰리,22,19,서울 서대문구 홍제천로 206 1층
1089981837,공부,197,테이블,산스,154,298,서울 서대문구 홍연4길 33 1층
1091772138,공부,341,스터디,투어스비긴,61,42,서울 서대문구 증가로 18 연희빌딩 3층 302호
1489062146,공부,24,공간,리버럴커피스탠드,50,15,서울 서대문구 연희로11라길 37-3
30824576,공부,1,테이블,배스킨라빈스 연희사러가점,1831,15,서울 서대문구 연희맛로 23 사러가쇼핑
1508991936,공부,66,공간,올드프렌드,82,47,서울 서대문구 연희로25길 37 2층 올드프렌드
1631335445,공부,11,테이블,메르시보꾸,88,6,서울 서대문구 연희맛로 38
20882788,공부,11,작업,파리바게뜨 연희대우점,1083,4,서울 서대문구 연희로 44 1층
1546540481,공부,25,스터디,바벨의 도서관,62,8,서울 서대문구 연희로10길 64
1064804903,공부,15,테이블,오늘,1612,4442,서울 마포구 동교로 262-13 1.5층 오늘그대와 본점
1760425180,공부,435,공간,연남장,557,4442,서울 서대문구 연희로5길 22 1층 연남장
36721135,공부,4,책,스케네 연희점,110,11,서울 서대문구 홍제천로 6
1388383414,공부,15,테이블,WP커피,315,15,서울 서대문구 연희로 89-11 1층
1234686967,공부,17,공간,"카페, 어서",48,48,서울 서대문구 연희로 57 1층 102호
1789900326,공부,12,공간,연희문화살롱,20,19,서울 서대문구 연희로 89-12 2층 201호
11562617,공부,5,작업,카페리코,157,10,서울 마포구 마포대로12길 57 청솔피아노
1311192596,공부,1,콘센트,빽다방 연희삼거리점,124,4,서울 서대문구 연희로 118 1층 4호
1944434824,공부,25,공간,연희롱블랙,12,1,서울 서대문구 연희로10길 86 연희롱블랙
1283239259,공부,14,작업,가비노,13,4,서울 서대문구 연희로15안길 2 1층 가비노
1427196233,공부,15,테이블,푸어린,17,1,서울 서대문구 연희로11나길 7-7
1015572082,공부,25,공간,유어브레드,0,0,서울 서대문구 연희로 109
1990953407,공부,20,테이블,CO끼리,0,0,서울 서대문구 연희로31길 24-12 1층
1403632278,공부,26,공간,PITC,316,575,서울 마포구 성미산로11길 13 (성산동)
1168064769,공부,33,책,철부지붕어빠,65,42,서울 마포구 와우산로32길 25 1층 철부지붕어빠
1865456225,공부,44,공간,하우에버 연남,4005,2900,서울 마포구 연희로1길 45-6 하우에버 연남
1602152491,공부,17,공간,하우스오브바이닐 연남점,48,36,서울 마포구 동교로 230 지1층
